context,target,condition,subject1,object1,object2,item,stim_classname,subject2
Alice has the right to sell the computer.,Alice doesn't own the computer.,incongruent,Alice,the computer,,2,ownership,
Alice has the right to buy the computer.,Alice owns the computer,incongruent,Alice,the computer,,2,ownership,
Alice has the right to sell the dax.,Alice owns the dax,congruent,Alice,the dax,,3,ownership,
Alice has the right to buy the dax.,Alice doesn't own the dax.,congruent,Alice,the dax,,3,ownership,
Alice has the right to sell the dax.,Alice doesn't own the dax.,incongruent,Alice,the dax,,3,ownership,
Alice has the right to buy the dax.,Alice owns the dax,incongruent,Alice,the dax,,3,ownership,
Alice has the right to sell the blicket.,Alice owns the blicket,congruent,Alice,the blicket,,4,ownership,
Alice has the right to buy the blicket.,Alice doesn't own the blicket.,congruent,Alice,the blicket,,4,ownership,
Alice has the right to sell the blicket.,Alice doesn't own the blicket.,incongruent,Alice,the blicket,,4,ownership,
Alice has the right to buy the blicket.,Alice owns the blicket,incongruent,Alice,the blicket,,4,ownership,
Barack Obama has the right to sell the car.,Barack Obama owns the car,congruent,Barack Obama,the car,,5,ownership,
Barack Obama has the right to buy the car.,Barack Obama doesn't own the car.,congruent,Barack Obama,the car,,5,ownership,
Barack Obama has the right to sell the car.,Barack Obama doesn't own the car.,incongruent,Barack Obama,the car,,5,ownership,
Barack Obama has the right to buy the car.,Barack Obama owns the car,incongruent,Barack Obama,the car,,5,ownership,
Barack Obama has the right to sell the house.,Barack Obama owns the house,congruent,Barack Obama,the house,,6,ownership,
Barack Obama has the right to buy the house.,Barack Obama doesn't own the house.,congruent,Barack Obama,the house,,6,ownership,
Barack Obama has the right to sell the house.,Barack Obama doesn't own the house.,incongruent,Barack Obama,the house,,6,ownership,
Barack Obama has the right to buy the house.,Barack Obama owns the house,incongruent,Barack Obama,the house,,6,ownership,
Barack Obama has the right to sell the computer.,Barack Obama owns the computer,congruent,Barack Obama,the computer,,7,ownership,
Barack Obama has the right to buy the computer.,Barack Obama doesn't own the computer.,congruent,Barack Obama,the computer,,7,ownership,
Barack Obama has the right to sell the computer.,Barack Obama doesn't own the computer.,incongruent,Barack Obama,the computer,,7,ownership,
Barack Obama has the right to buy the computer.,Barack Obama owns the computer,incongruent,Barack Obama,the computer,,7,ownership,
Barack Obama has the right to sell the dax.,Barack Obama owns the dax,congruent,Barack Obama,the dax,,8,ownership,
Barack Obama has the right to buy the dax.,Barack Obama doesn't own the dax.,congruent,Barack Obama,the dax,,8,ownership,
Barack Obama has the right to sell the dax.,Barack Obama doesn't own the dax.,incongruent,Barack Obama,the dax,,8,ownership,
Barack Obama has the right to buy the dax.,Barack Obama owns the dax,incongruent,Barack Obama,the dax,,8,ownership,
Barack Obama has the right to sell the blicket.,Barack Obama owns the blicket,congruent,Barack Obama,the blicket,,9,ownership,
Barack Obama has the right to buy the blicket.,Barack Obama doesn't own the blicket.,congruent,Barack Obama,the blicket,,9,ownership,
Barack Obama has the right to sell the blicket.,Barack Obama doesn't own the blicket.,incongruent,Barack Obama,the blicket,,9,ownership,
Barack Obama has the right to buy the blicket.,Barack Obama owns the blicket,incongruent,Barack Obama,the blicket,,9,ownership,
Donald Trump has the right to sell the car.,Donald Trump owns the car,congruent,Donald Trump,the car,,10,ownership,
Donald Trump has the right to buy the car.,Donald Trump doesn't own the car.,congruent,Donald Trump,the car,,10,ownership,
Donald Trump has the right to sell the car.,Donald Trump doesn't own the car.,incongruent,Donald Trump,the car,,10,ownership,
Donald Trump has the right to buy the car.,Donald Trump owns the car,incongruent,Donald Trump,the car,,10,ownership,
Donald Trump has the right to sell the house.,Donald Trump owns the house,congruent,Donald Trump,the house,,11,ownership,
Donald Trump has the right to buy the house.,Donald Trump doesn't own the house.,congruent,Donald Trump,the house,,11,ownership,
Donald Trump has the right to sell the house.,Donald Trump doesn't own the house.,incongruent,Donald Trump,the house,,11,ownership,
Donald Trump has the right to buy the house.,Donald Trump owns the house,incongruent,Donald Trump,the house,,11,ownership,
Donald Trump has the right to sell the computer.,Donald Trump owns the computer,congruent,Donald Trump,the computer,,12,ownership,
Donald Trump has the right to buy the computer.,Donald Trump doesn't own the computer.,congruent,Donald Trump,the computer,,12,ownership,
Donald Trump has the right to sell the computer.,Donald Trump doesn't own the computer.,incongruent,Donald Trump,the computer,,12,ownership,
Donald Trump has the right to buy the computer.,Donald Trump owns the computer,incongruent,Donald Trump,the computer,,12,ownership,
Donald Trump has the right to sell the dax.,Donald Trump owns the dax,congruent,Donald Trump,the dax,,13,ownership,
Donald Trump has the right to buy the dax.,Donald Trump doesn't own the dax.,congruent,Donald Trump,the dax,,13,ownership,
Donald Trump has the right to sell the dax.,Donald Trump doesn't own the dax.,incongruent,Donald Trump,the dax,,13,ownership,
Donald Trump has the right to buy the dax.,Donald Trump owns the dax,incongruent,Donald Trump,the dax,,13,ownership,
Donald Trump has the right to sell the blicket.,Donald Trump owns the blicket,congruent,Donald Trump,the blicket,,14,ownership,
Donald Trump has the right to buy the blicket.,Donald Trump doesn't own the blicket.,congruent,Donald Trump,the blicket,,14,ownership,
Donald Trump has the right to sell the blicket.,Donald Trump doesn't own the blicket.,incongruent,Donald Trump,the blicket,,14,ownership,
Donald Trump has the right to buy the blicket.,Donald Trump owns the blicket,incongruent,Donald Trump,the blicket,,14,ownership,
Mom has the right to sell the car.,Mom owns the car,congruent,Mom,the car,,15,ownership,
Mom has the right to buy the car.,Mom doesn't own the car.,congruent,Mom,the car,,15,ownership,
Mom has the right to sell the car.,Mom doesn't own the car.,incongruent,Mom,the car,,15,ownership,
Mom has the right to buy the car.,Mom owns the car,incongruent,Mom,the car,,15,ownership,
Mom has the right to sell the house.,Mom owns the house,congruent,Mom,the house,,16,ownership,
Mom has the right to buy the house.,Mom doesn't own the house.,congruent,Mom,the house,,16,ownership,
Mom has the right to sell the house.,Mom doesn't own the house.,incongruent,Mom,the house,,16,ownership,
Mom has the right to buy the house.,Mom owns the house,incongruent,Mom,the house,,16,ownership,
Mom has the right to sell the computer.,Mom owns the computer,congruent,Mom,the computer,,17,ownership,
Mom has the right to buy the computer.,Mom doesn't own the computer.,congruent,Mom,the computer,,17,ownership,
Mom has the right to sell the computer.,Mom doesn't own the computer.,incongruent,Mom,the computer,,17,ownership,
Mom has the right to buy the computer.,Mom owns the computer,incongruent,Mom,the computer,,17,ownership,
Mom has the right to sell the dax.,Mom owns the dax,congruent,Mom,the dax,,18,ownership,
Mom has the right to buy the dax.,Mom doesn't own the dax.,congruent,Mom,the dax,,18,ownership,
Mom has the right to sell the dax.,Mom doesn't own the dax.,incongruent,Mom,the dax,,18,ownership,
Mom has the right to buy the dax.,Mom owns the dax,incongruent,Mom,the dax,,18,ownership,
Mom has the right to sell the blicket.,Mom owns the blicket,congruent,Mom,the blicket,,19,ownership,
Mom has the right to buy the blicket.,Mom doesn't own the blicket.,congruent,Mom,the blicket,,19,ownership,
Mom has the right to sell the blicket.,Mom doesn't own the blicket.,incongruent,Mom,the blicket,,19,ownership,
Mom has the right to buy the blicket.,Mom owns the blicket,incongruent,Mom,the blicket,,19,ownership,
Dad has the right to sell the car.,Dad owns the car,congruent,Dad,the car,,20,ownership,
Dad has the right to buy the car.,Dad doesn't own the car.,congruent,Dad,the car,,20,ownership,
Dad has the right to sell the car.,Dad doesn't own the car.,incongruent,Dad,the car,,20,ownership,
Dad has the right to buy the car.,Dad owns the car,incongruent,Dad,the car,,20,ownership,
Dad has the right to sell the house.,Dad owns the house,congruent,Dad,the house,,21,ownership,
Dad has the right to buy the house.,Dad doesn't own the house.,congruent,Dad,the house,,21,ownership,
Dad has the right to sell the house.,Dad doesn't own the house.,incongruent,Dad,the house,,21,ownership,
Dad has the right to buy the house.,Dad owns the house,incongruent,Dad,the house,,21,ownership,
Dad has the right to sell the computer.,Dad owns the computer,congruent,Dad,the computer,,22,ownership,
Dad has the right to buy the computer.,Dad doesn't own the computer.,congruent,Dad,the computer,,22,ownership,
Dad has the right to sell the computer.,Dad doesn't own the computer.,incongruent,Dad,the computer,,22,ownership,
Dad has the right to buy the computer.,Dad owns the computer,incongruent,Dad,the computer,,22,ownership,
Dad has the right to sell the dax.,Dad owns the dax,congruent,Dad,the dax,,23,ownership,
Dad has the right to buy the dax.,Dad doesn't own the dax.,congruent,Dad,the dax,,23,ownership,
Dad has the right to sell the dax.,Dad doesn't own the dax.,incongruent,Dad,the dax,,23,ownership,
Dad has the right to buy the dax.,Dad owns the dax,incongruent,Dad,the dax,,23,ownership,
Dad has the right to sell the blicket.,Dad owns the blicket,congruent,Dad,the blicket,,24,ownership,
Dad has the right to buy the blicket.,Dad doesn't own the blicket.,congruent,Dad,the blicket,,24,ownership,
Dad has the right to sell the blicket.,Dad doesn't own the blicket.,incongruent,Dad,the blicket,,24,ownership,
Dad has the right to buy the blicket.,Dad owns the blicket,incongruent,Dad,the blicket,,24,ownership,
Alice lived in the wooden house when the brick house was being built.,The wooden house is older than the brick house.,congruent,Alice,wooden,brick,0,age_of_house,
Alice lived in the brick house when the wooden house was being built.,The brick house is older than the wooden house.,congruent,Alice,wooden,brick,0,age_of_house,
Alice lived in the wooden house when the brick house was being built.,The brick house is older than the wooden house.,incongruent,Alice,wooden,brick,0,age_of_house,
Alice lived in the brick house when the wooden house was being built.,The wooden house is older than the brick house.,incongruent,Alice,wooden,brick,0,age_of_house,
Alice lived in the wooden house when the thatched house was being built.,The wooden house is older than the thatched house.,congruent,Alice,wooden,thatched,1,age_of_house,
Alice lived in the thatched house when the wooden house was being built.,The thatched house is older than the wooden house.,congruent,Alice,wooden,thatched,1,age_of_house,
Alice lived in the wooden house when the thatched house was being built.,The thatched house is older than the wooden house.,incongruent,Alice,wooden,thatched,1,age_of_house,
Alice lived in the thatched house when the wooden house was being built.,The wooden house is older than the thatched house.,incongruent,Alice,wooden,thatched,1,age_of_house,
Alice lived in the wooden house when the stone house was being built.,The wooden house is older than the stone house.,congruent,Alice,wooden,stone,2,age_of_house,
Alice lived in the stone house when the wooden house was being built.,The stone house is older than the wooden house.,congruent,Alice,wooden,stone,2,age_of_house,
Alice lived in the wooden house when the stone house was being built.,The stone house is older than the wooden house.,incongruent,Alice,wooden,stone,2,age_of_house,
Alice lived in the stone house when the wooden house was being built.,The wooden house is older than the stone house.,incongruent,Alice,wooden,stone,2,age_of_house,
Alice lived in the wooden house when the terracotta house was being built.,The wooden house is older than the terracotta house.,congruent,Alice,wooden,terracotta,3,age_of_house,
Alice lived in the terracotta house when the wooden house was being built.,The terracotta house is older than the wooden house.,congruent,Alice,wooden,terracotta,3,age_of_house,
Alice lived in the wooden house when the terracotta house was being built.,The terracotta house is older than the wooden house.,incongruent,Alice,wooden,terracotta,3,age_of_house,
Alice lived in the terracotta house when the wooden house was being built.,The wooden house is older than the terracotta house.,incongruent,Alice,wooden,terracotta,3,age_of_house,
Alice lived in the brick house when the thatched house was being built.,The brick house is older than the thatched house.,congruent,Alice,brick,thatched,4,age_of_house,
Alice lived in the thatched house when the brick house was being built.,The thatched house is older than the brick house.,congruent,Alice,brick,thatched,4,age_of_house,
Alice lived in the brick house when the thatched house was being built.,The thatched house is older than the brick house.,incongruent,Alice,brick,thatched,4,age_of_house,
Alice lived in the thatched house when the brick house was being built.,The brick house is older than the thatched house.,incongruent,Alice,brick,thatched,4,age_of_house,
Alice lived in the brick house when the stone house was being built.,The brick house is older than the stone house.,congruent,Alice,brick,stone,5,age_of_house,
Alice lived in the stone house when the brick house was being built.,The stone house is older than the brick house.,congruent,Alice,brick,stone,5,age_of_house,
Alice lived in the brick house when the stone house was being built.,The stone house is older than the brick house.,incongruent,Alice,brick,stone,5,age_of_house,
Alice lived in the stone house when the brick house was being built.,The brick house is older than the stone house.,incongruent,Alice,brick,stone,5,age_of_house,
Alice lived in the brick house when the terracotta house was being built.,The brick house is older than the terracotta house.,congruent,Alice,brick,terracotta,6,age_of_house,
Alice lived in the terracotta house when the brick house was being built.,The terracotta house is older than the brick house.,congruent,Alice,brick,terracotta,6,age_of_house,
Alice lived in the brick house when the terracotta house was being built.,The terracotta house is older than the brick house.,incongruent,Alice,brick,terracotta,6,age_of_house,
Alice lived in the terracotta house when the brick house was being built.,The brick house is older than the terracotta house.,incongruent,Alice,brick,terracotta,6,age_of_house,
Alice lived in the thatched house when the stone house was being built.,The thatched house is older than the stone house.,congruent,Alice,thatched,stone,7,age_of_house,
Alice lived in the stone house when the thatched house was being built.,The stone house is older than the thatched house.,congruent,Alice,thatched,stone,7,age_of_house,
Alice lived in the thatched house when the stone house was being built.,The stone house is older than the thatched house.,incongruent,Alice,thatched,stone,7,age_of_house,
Alice lived in the stone house when the thatched house was being built.,The thatched house is older than the stone house.,incongruent,Alice,thatched,stone,7,age_of_house,
Alice lived in the thatched house when the terracotta house was being built.,The thatched house is older than the terracotta house.,congruent,Alice,thatched,terracotta,8,age_of_house,
Alice lived in the terracotta house when the thatched house was being built.,The terracotta house is older than the thatched house.,congruent,Alice,thatched,terracotta,8,age_of_house,
Alice lived in the thatched house when the terracotta house was being built.,The terracotta house is older than the thatched house.,incongruent,Alice,thatched,terracotta,8,age_of_house,
Alice lived in the terracotta house when the thatched house was being built.,The thatched house is older than the terracotta house.,incongruent,Alice,thatched,terracotta,8,age_of_house,
Alice lived in the stone house when the terracotta house was being built.,The stone house is older than the terracotta house.,congruent,Alice,stone,terracotta,9,age_of_house,
Alice lived in the terracotta house when the stone house was being built.,The terracotta house is older than the stone house.,congruent,Alice,stone,terracotta,9,age_of_house,
Alice lived in the stone house when the terracotta house was being built.,The terracotta house is older than the stone house.,incongruent,Alice,stone,terracotta,9,age_of_house,
Alice lived in the terracotta house when the stone house was being built.,The stone house is older than the terracotta house.,incongruent,Alice,stone,terracotta,9,age_of_house,
Barack Obama lived in the wooden house when the brick house was being built.,The wooden house is older than the brick house.,congruent,Barack Obama,wooden,brick,10,age_of_house,
Barack Obama lived in the brick house when the wooden house was being built.,The brick house is older than the wooden house.,congruent,Barack Obama,wooden,brick,10,age_of_house,
Barack Obama lived in the wooden house when the brick house was being built.,The brick house is older than the wooden house.,incongruent,Barack Obama,wooden,brick,10,age_of_house,
Barack Obama lived in the brick house when the wooden house was being built.,The wooden house is older than the brick house.,incongruent,Barack Obama,wooden,brick,10,age_of_house,
Barack Obama lived in the wooden house when the thatched house was being built.,The wooden house is older than the thatched house.,congruent,Barack Obama,wooden,thatched,11,age_of_house,
Barack Obama lived in the thatched house when the wooden house was being built.,The thatched house is older than the wooden house.,congruent,Barack Obama,wooden,thatched,11,age_of_house,
Barack Obama lived in the wooden house when the thatched house was being built.,The thatched house is older than the wooden house.,incongruent,Barack Obama,wooden,thatched,11,age_of_house,
Barack Obama lived in the thatched house when the wooden house was being built.,The wooden house is older than the thatched house.,incongruent,Barack Obama,wooden,thatched,11,age_of_house,
Barack Obama lived in the wooden house when the stone house was being built.,The wooden house is older than the stone house.,congruent,Barack Obama,wooden,stone,12,age_of_house,
Barack Obama lived in the stone house when the wooden house was being built.,The stone house is older than the wooden house.,congruent,Barack Obama,wooden,stone,12,age_of_house,
Barack Obama lived in the wooden house when the stone house was being built.,The stone house is older than the wooden house.,incongruent,Barack Obama,wooden,stone,12,age_of_house,
Barack Obama lived in the stone house when the wooden house was being built.,The wooden house is older than the stone house.,incongruent,Barack Obama,wooden,stone,12,age_of_house,
Barack Obama lived in the wooden house when the terracotta house was being built.,The wooden house is older than the terracotta house.,congruent,Barack Obama,wooden,terracotta,13,age_of_house,
Barack Obama lived in the terracotta house when the wooden house was being built.,The terracotta house is older than the wooden house.,congruent,Barack Obama,wooden,terracotta,13,age_of_house,
Barack Obama lived in the wooden house when the terracotta house was being built.,The terracotta house is older than the wooden house.,incongruent,Barack Obama,wooden,terracotta,13,age_of_house,
Barack Obama lived in the terracotta house when the wooden house was being built.,The wooden house is older than the terracotta house.,incongruent,Barack Obama,wooden,terracotta,13,age_of_house,
Barack Obama lived in the brick house when the thatched house was being built.,The brick house is older than the thatched house.,congruent,Barack Obama,brick,thatched,14,age_of_house,
Barack Obama lived in the thatched house when the brick house was being built.,The thatched house is older than the brick house.,congruent,Barack Obama,brick,thatched,14,age_of_house,
Barack Obama lived in the brick house when the thatched house was being built.,The thatched house is older than the brick house.,incongruent,Barack Obama,brick,thatched,14,age_of_house,
Barack Obama lived in the thatched house when the brick house was being built.,The brick house is older than the thatched house.,incongruent,Barack Obama,brick,thatched,14,age_of_house,
Barack Obama lived in the brick house when the stone house was being built.,The brick house is older than the stone house.,congruent,Barack Obama,brick,stone,15,age_of_house,
Barack Obama lived in the stone house when the brick house was being built.,The stone house is older than the brick house.,congruent,Barack Obama,brick,stone,15,age_of_house,
Barack Obama lived in the brick house when the stone house was being built.,The stone house is older than the brick house.,incongruent,Barack Obama,brick,stone,15,age_of_house,
Barack Obama lived in the stone house when the brick house was being built.,The brick house is older than the stone house.,incongruent,Barack Obama,brick,stone,15,age_of_house,
Barack Obama lived in the brick house when the terracotta house was being built.,The brick house is older than the terracotta house.,congruent,Barack Obama,brick,terracotta,16,age_of_house,
Barack Obama lived in the terracotta house when the brick house was being built.,The terracotta house is older than the brick house.,congruent,Barack Obama,brick,terracotta,16,age_of_house,
Barack Obama lived in the brick house when the terracotta house was being built.,The terracotta house is older than the brick house.,incongruent,Barack Obama,brick,terracotta,16,age_of_house,
Barack Obama lived in the terracotta house when the brick house was being built.,The brick house is older than the terracotta house.,incongruent,Barack Obama,brick,terracotta,16,age_of_house,
Barack Obama lived in the thatched house when the stone house was being built.,The thatched house is older than the stone house.,congruent,Barack Obama,thatched,stone,17,age_of_house,
Barack Obama lived in the stone house when the thatched house was being built.,The stone house is older than the thatched house.,congruent,Barack Obama,thatched,stone,17,age_of_house,
Barack Obama lived in the thatched house when the stone house was being built.,The stone house is older than the thatched house.,incongruent,Barack Obama,thatched,stone,17,age_of_house,
Barack Obama lived in the stone house when the thatched house was being built.,The thatched house is older than the stone house.,incongruent,Barack Obama,thatched,stone,17,age_of_house,
Barack Obama lived in the thatched house when the terracotta house was being built.,The thatched house is older than the terracotta house.,congruent,Barack Obama,thatched,terracotta,18,age_of_house,
Barack Obama lived in the terracotta house when the thatched house was being built.,The terracotta house is older than the thatched house.,congruent,Barack Obama,thatched,terracotta,18,age_of_house,
Barack Obama lived in the thatched house when the terracotta house was being built.,The terracotta house is older than the thatched house.,incongruent,Barack Obama,thatched,terracotta,18,age_of_house,
Barack Obama lived in the terracotta house when the thatched house was being built.,The thatched house is older than the terracotta house.,incongruent,Barack Obama,thatched,terracotta,18,age_of_house,
Barack Obama lived in the stone house when the terracotta house was being built.,The stone house is older than the terracotta house.,congruent,Barack Obama,stone,terracotta,19,age_of_house,
Barack Obama lived in the terracotta house when the stone house was being built.,The terracotta house is older than the stone house.,congruent,Barack Obama,stone,terracotta,19,age_of_house,
Barack Obama lived in the stone house when the terracotta house was being built.,The terracotta house is older than the stone house.,incongruent,Barack Obama,stone,terracotta,19,age_of_house,
Barack Obama lived in the terracotta house when the stone house was being built.,The stone house is older than the terracotta house.,incongruent,Barack Obama,stone,terracotta,19,age_of_house,
Donald Trump lived in the wooden house when the brick house was being built.,The wooden house is older than the brick house.,congruent,Donald Trump,wooden,brick,20,age_of_house,
Donald Trump lived in the brick house when the wooden house was being built.,The brick house is older than the wooden house.,congruent,Donald Trump,wooden,brick,20,age_of_house,
Donald Trump lived in the wooden house when the brick house was being built.,The brick house is older than the wooden house.,incongruent,Donald Trump,wooden,brick,20,age_of_house,
Donald Trump lived in the brick house when the wooden house was being built.,The wooden house is older than the brick house.,incongruent,Donald Trump,wooden,brick,20,age_of_house,
Donald Trump lived in the wooden house when the thatched house was being built.,The wooden house is older than the thatched house.,congruent,Donald Trump,wooden,thatched,21,age_of_house,
Donald Trump lived in the thatched house when the wooden house was being built.,The thatched house is older than the wooden house.,congruent,Donald Trump,wooden,thatched,21,age_of_house,
Donald Trump lived in the wooden house when the thatched house was being built.,The thatched house is older than the wooden house.,incongruent,Donald Trump,wooden,thatched,21,age_of_house,
Donald Trump lived in the thatched house when the wooden house was being built.,The wooden house is older than the thatched house.,incongruent,Donald Trump,wooden,thatched,21,age_of_house,
Donald Trump lived in the wooden house when the stone house was being built.,The wooden house is older than the stone house.,congruent,Donald Trump,wooden,stone,22,age_of_house,
Donald Trump lived in the stone house when the wooden house was being built.,The stone house is older than the wooden house.,congruent,Donald Trump,wooden,stone,22,age_of_house,
Donald Trump lived in the wooden house when the stone house was being built.,The stone house is older than the wooden house.,incongruent,Donald Trump,wooden,stone,22,age_of_house,
Donald Trump lived in the stone house when the wooden house was being built.,The wooden house is older than the stone house.,incongruent,Donald Trump,wooden,stone,22,age_of_house,
Donald Trump lived in the wooden house when the terracotta house was being built.,The wooden house is older than the terracotta house.,congruent,Donald Trump,wooden,terracotta,23,age_of_house,
Donald Trump lived in the terracotta house when the wooden house was being built.,The terracotta house is older than the wooden house.,congruent,Donald Trump,wooden,terracotta,23,age_of_house,
Donald Trump lived in the wooden house when the terracotta house was being built.,The terracotta house is older than the wooden house.,incongruent,Donald Trump,wooden,terracotta,23,age_of_house,
Donald Trump lived in the terracotta house when the wooden house was being built.,The wooden house is older than the terracotta house.,incongruent,Donald Trump,wooden,terracotta,23,age_of_house,
Donald Trump lived in the brick house when the thatched house was being built.,The brick house is older than the thatched house.,congruent,Donald Trump,brick,thatched,24,age_of_house,
Donald Trump lived in the thatched house when the brick house was being built.,The thatched house is older than the brick house.,congruent,Donald Trump,brick,thatched,24,age_of_house,
Donald Trump lived in the brick house when the thatched house was being built.,The thatched house is older than the brick house.,incongruent,Donald Trump,brick,thatched,24,age_of_house,
Donald Trump lived in the thatched house when the brick house was being built.,The brick house is older than the thatched house.,incongruent,Donald Trump,brick,thatched,24,age_of_house,
Donald Trump lived in the brick house when the stone house was being built.,The brick house is older than the stone house.,congruent,Donald Trump,brick,stone,25,age_of_house,
Donald Trump lived in the stone house when the brick house was being built.,The stone house is older than the brick house.,congruent,Donald Trump,brick,stone,25,age_of_house,
Donald Trump lived in the brick house when the stone house was being built.,The stone house is older than the brick house.,incongruent,Donald Trump,brick,stone,25,age_of_house,
Donald Trump lived in the stone house when the brick house was being built.,The brick house is older than the stone house.,incongruent,Donald Trump,brick,stone,25,age_of_house,
Donald Trump lived in the brick house when the terracotta house was being built.,The brick house is older than the terracotta house.,congruent,Donald Trump,brick,terracotta,26,age_of_house,
Donald Trump lived in the terracotta house when the brick house was being built.,The terracotta house is older than the brick house.,congruent,Donald Trump,brick,terracotta,26,age_of_house,
Donald Trump lived in the brick house when the terracotta house was being built.,The terracotta house is older than the brick house.,incongruent,Donald Trump,brick,terracotta,26,age_of_house,
Donald Trump lived in the terracotta house when the brick house was being built.,The brick house is older than the terracotta house.,incongruent,Donald Trump,brick,terracotta,26,age_of_house,
Donald Trump lived in the thatched house when the stone house was being built.,The thatched house is older than the stone house.,congruent,Donald Trump,thatched,stone,27,age_of_house,
Donald Trump lived in the stone house when the thatched house was being built.,The stone house is older than the thatched house.,congruent,Donald Trump,thatched,stone,27,age_of_house,
Donald Trump lived in the thatched house when the stone house was being built.,The stone house is older than the thatched house.,incongruent,Donald Trump,thatched,stone,27,age_of_house,
Donald Trump lived in the stone house when the thatched house was being built.,The thatched house is older than the stone house.,incongruent,Donald Trump,thatched,stone,27,age_of_house,
Donald Trump lived in the thatched house when the terracotta house was being built.,The thatched house is older than the terracotta house.,congruent,Donald Trump,thatched,terracotta,28,age_of_house,
Donald Trump lived in the terracotta house when the thatched house was being built.,The terracotta house is older than the thatched house.,congruent,Donald Trump,thatched,terracotta,28,age_of_house,
Donald Trump lived in the thatched house when the terracotta house was being built.,The terracotta house is older than the thatched house.,incongruent,Donald Trump,thatched,terracotta,28,age_of_house,
Donald Trump lived in the terracotta house when the thatched house was being built.,The thatched house is older than the terracotta house.,incongruent,Donald Trump,thatched,terracotta,28,age_of_house,
Donald Trump lived in the stone house when the terracotta house was being built.,The stone house is older than the terracotta house.,congruent,Donald Trump,stone,terracotta,29,age_of_house,
Donald Trump lived in the terracotta house when the stone house was being built.,The terracotta house is older than the stone house.,congruent,Donald Trump,stone,terracotta,29,age_of_house,
Donald Trump lived in the stone house when the terracotta house was being built.,The terracotta house is older than the stone house.,incongruent,Donald Trump,stone,terracotta,29,age_of_house,
Donald Trump lived in the terracotta house when the stone house was being built.,The stone house is older than the terracotta house.,incongruent,Donald Trump,stone,terracotta,29,age_of_house,
Mom lived in the wooden house when the brick house was being built.,The wooden house is older than the brick house.,congruent,Mom,wooden,brick,30,age_of_house,
Mom lived in the brick house when the wooden house was being built.,The brick house is older than the wooden house.,congruent,Mom,wooden,brick,30,age_of_house,
Mom lived in the wooden house when the brick house was being built.,The brick house is older than the wooden house.,incongruent,Mom,wooden,brick,30,age_of_house,
Mom lived in the brick house when the wooden house was being built.,The wooden house is older than the brick house.,incongruent,Mom,wooden,brick,30,age_of_house,
Mom lived in the wooden house when the thatched house was being built.,The wooden house is older than the thatched house.,congruent,Mom,wooden,thatched,31,age_of_house,
Mom lived in the thatched house when the wooden house was being built.,The thatched house is older than the wooden house.,congruent,Mom,wooden,thatched,31,age_of_house,
Mom lived in the wooden house when the thatched house was being built.,The thatched house is older than the wooden house.,incongruent,Mom,wooden,thatched,31,age_of_house,
Mom lived in the thatched house when the wooden house was being built.,The wooden house is older than the thatched house.,incongruent,Mom,wooden,thatched,31,age_of_house,
Mom lived in the wooden house when the stone house was being built.,The wooden house is older than the stone house.,congruent,Mom,wooden,stone,32,age_of_house,
Mom lived in the stone house when the wooden house was being built.,The stone house is older than the wooden house.,congruent,Mom,wooden,stone,32,age_of_house,
Mom lived in the wooden house when the stone house was being built.,The stone house is older than the wooden house.,incongruent,Mom,wooden,stone,32,age_of_house,
Mom lived in the stone house when the wooden house was being built.,The wooden house is older than the stone house.,incongruent,Mom,wooden,stone,32,age_of_house,
Mom lived in the wooden house when the terracotta house was being built.,The wooden house is older than the terracotta house.,congruent,Mom,wooden,terracotta,33,age_of_house,
Mom lived in the terracotta house when the wooden house was being built.,The terracotta house is older than the wooden house.,congruent,Mom,wooden,terracotta,33,age_of_house,
Mom lived in the wooden house when the terracotta house was being built.,The terracotta house is older than the wooden house.,incongruent,Mom,wooden,terracotta,33,age_of_house,
Mom lived in the terracotta house when the wooden house was being built.,The wooden house is older than the terracotta house.,incongruent,Mom,wooden,terracotta,33,age_of_house,
Mom lived in the brick house when the thatched house was being built.,The brick house is older than the thatched house.,congruent,Mom,brick,thatched,34,age_of_house,
Mom lived in the thatched house when the brick house was being built.,The thatched house is older than the brick house.,congruent,Mom,brick,thatched,34,age_of_house,
Mom lived in the brick house when the thatched house was being built.,The thatched house is older than the brick house.,incongruent,Mom,brick,thatched,34,age_of_house,
Mom lived in the thatched house when the brick house was being built.,The brick house is older than the thatched house.,incongruent,Mom,brick,thatched,34,age_of_house,
Mom lived in the brick house when the stone house was being built.,The brick house is older than the stone house.,congruent,Mom,brick,stone,35,age_of_house,
Mom lived in the stone house when the brick house was being built.,The stone house is older than the brick house.,congruent,Mom,brick,stone,35,age_of_house,
Mom lived in the brick house when the stone house was being built.,The stone house is older than the brick house.,incongruent,Mom,brick,stone,35,age_of_house,
Mom lived in the stone house when the brick house was being built.,The brick house is older than the stone house.,incongruent,Mom,brick,stone,35,age_of_house,
Mom lived in the brick house when the terracotta house was being built.,The brick house is older than the terracotta house.,congruent,Mom,brick,terracotta,36,age_of_house,
Mom lived in the terracotta house when the brick house was being built.,The terracotta house is older than the brick house.,congruent,Mom,brick,terracotta,36,age_of_house,
Mom lived in the brick house when the terracotta house was being built.,The terracotta house is older than the brick house.,incongruent,Mom,brick,terracotta,36,age_of_house,
Mom lived in the terracotta house when the brick house was being built.,The brick house is older than the terracotta house.,incongruent,Mom,brick,terracotta,36,age_of_house,
