context,target,condition,subject1,subject2,directness,item,stim_classname
Barack Obama and Mom are sitting at a table having a conversation. Barack Obama is flirting with Mom.,Barack Obama is playfully signaling romantic interest towards Mom.,congruent,Barack Obama,Mom,direct,37,flirting with_envying
Barack Obama and Mom are sitting at a table having a conversation. Barack Obama is envying Mom.,Barack Obama wishes they were in Mom's place.,congruent,Barack Obama,Mom,direct,37,flirting with_envying
Barack Obama and Mom are sitting at a table having a conversation. Barack Obama is flirting with Mom.,Barack Obama wishes they were in Mom's place.,incongruent,Barack Obama,Mom,direct,37,flirting with_envying
Barack Obama and Mom are sitting at a table having a conversation. Barack Obama is envying Mom.,Barack Obama is playfully signaling romantic interest towards Mom.,incongruent,Barack Obama,Mom,direct,37,flirting with_envying
Barack Obama and Dad are sitting at a table having a conversation. Barack Obama is flirting with Dad.,Barack Obama is playfully signaling romantic interest towards Dad.,congruent,Barack Obama,Dad,direct,38,flirting with_envying
Barack Obama and Dad are sitting at a table having a conversation. Barack Obama is envying Dad.,Barack Obama wishes they were in Dad's place.,congruent,Barack Obama,Dad,direct,38,flirting with_envying
Barack Obama and Dad are sitting at a table having a conversation. Barack Obama is flirting with Dad.,Barack Obama wishes they were in Dad's place.,incongruent,Barack Obama,Dad,direct,38,flirting with_envying
Barack Obama and Dad are sitting at a table having a conversation. Barack Obama is envying Dad.,Barack Obama is playfully signaling romantic interest towards Dad.,incongruent,Barack Obama,Dad,direct,38,flirting with_envying
Donald Trump and Mom are sitting at a table having a conversation. Donald Trump is flirting with Mom.,Donald Trump is playfully signaling romantic interest towards Mom.,congruent,Donald Trump,Mom,direct,39,flirting with_envying
Donald Trump and Mom are sitting at a table having a conversation. Donald Trump is envying Mom.,Donald Trump wishes they were in Mom's place.,congruent,Donald Trump,Mom,direct,39,flirting with_envying
Donald Trump and Mom are sitting at a table having a conversation. Donald Trump is flirting with Mom.,Donald Trump wishes they were in Mom's place.,incongruent,Donald Trump,Mom,direct,39,flirting with_envying
Donald Trump and Mom are sitting at a table having a conversation. Donald Trump is envying Mom.,Donald Trump is playfully signaling romantic interest towards Mom.,incongruent,Donald Trump,Mom,direct,39,flirting with_envying
Donald Trump and Dad are sitting at a table having a conversation. Donald Trump is flirting with Dad.,Donald Trump is playfully signaling romantic interest towards Dad.,congruent,Donald Trump,Dad,direct,40,flirting with_envying
Donald Trump and Dad are sitting at a table having a conversation. Donald Trump is envying Dad.,Donald Trump wishes they were in Dad's place.,congruent,Donald Trump,Dad,direct,40,flirting with_envying
Donald Trump and Dad are sitting at a table having a conversation. Donald Trump is flirting with Dad.,Donald Trump wishes they were in Dad's place.,incongruent,Donald Trump,Dad,direct,40,flirting with_envying
Donald Trump and Dad are sitting at a table having a conversation. Donald Trump is envying Dad.,Donald Trump is playfully signaling romantic interest towards Dad.,incongruent,Donald Trump,Dad,direct,40,flirting with_envying
Mom and Dad are sitting at a table having a conversation. Mom is flirting with Dad.,Mom is playfully signaling romantic interest towards Dad.,congruent,Mom,Dad,direct,41,flirting with_envying
Mom and Dad are sitting at a table having a conversation. Mom is envying Dad.,Mom wishes they were in Dad's place.,congruent,Mom,Dad,direct,41,flirting with_envying
Mom and Dad are sitting at a table having a conversation. Mom is flirting with Dad.,Mom wishes they were in Dad's place.,incongruent,Mom,Dad,direct,41,flirting with_envying
Mom and Dad are sitting at a table having a conversation. Mom is envying Dad.,Mom is playfully signaling romantic interest towards Dad.,incongruent,Mom,Dad,direct,41,flirting with_envying
