item,stim_classname,directness,condition,context,target,subject1,object1,object2,subject2,year
114,age_of_house,direct,congruent,Barack Obama built the stone house in 1275 and then built the terracotta house ten years later.,The stone house is older than the terracotta house.,Barack Obama,stone,terracotta,,1275.0
114,age_of_house,direct,congruent,Barack Obama built the terracotta house in 1275 and then built the stone house ten years later.,The terracotta house is older than the stone house.,Barack Obama,stone,terracotta,,1275.0
114,age_of_house,direct,incongruent,Barack Obama built the stone house in 1275 and then built the terracotta house ten years later.,The terracotta house is older than the stone house.,Barack Obama,stone,terracotta,,1275.0
114,age_of_house,direct,incongruent,Barack Obama built the terracotta house in 1275 and then built the stone house ten years later.,The stone house is older than the terracotta house.,Barack Obama,stone,terracotta,,1275.0
115,age_of_house,direct,congruent,Barack Obama built the stone house in 1875 and then built the terracotta house ten years later.,The stone house is older than the terracotta house.,Barack Obama,stone,terracotta,,1875.0
115,age_of_house,direct,congruent,Barack Obama built the terracotta house in 1875 and then built the stone house ten years later.,The terracotta house is older than the stone house.,Barack Obama,stone,terracotta,,1875.0
115,age_of_house,direct,incongruent,Barack Obama built the stone house in 1875 and then built the terracotta house ten years later.,The terracotta house is older than the stone house.,Barack Obama,stone,terracotta,,1875.0
115,age_of_house,direct,incongruent,Barack Obama built the terracotta house in 1875 and then built the stone house ten years later.,The stone house is older than the terracotta house.,Barack Obama,stone,terracotta,,1875.0
116,age_of_house,direct,congruent,Barack Obama built the stone house in 1975 and then built the terracotta house ten years later.,The stone house is older than the terracotta house.,Barack Obama,stone,terracotta,,1975.0
116,age_of_house,direct,congruent,Barack Obama built the terracotta house in 1975 and then built the stone house ten years later.,The terracotta house is older than the stone house.,Barack Obama,stone,terracotta,,1975.0
116,age_of_house,direct,incongruent,Barack Obama built the stone house in 1975 and then built the terracotta house ten years later.,The terracotta house is older than the stone house.,Barack Obama,stone,terracotta,,1975.0
116,age_of_house,direct,incongruent,Barack Obama built the terracotta house in 1975 and then built the stone house ten years later.,The stone house is older than the terracotta house.,Barack Obama,stone,terracotta,,1975.0
117,age_of_house,direct,congruent,Barack Obama built the stone house in 2015 and then built the terracotta house ten years later.,The stone house is older than the terracotta house.,Barack Obama,stone,terracotta,,2015.0
117,age_of_house,direct,congruent,Barack Obama built the terracotta house in 2015 and then built the stone house ten years later.,The terracotta house is older than the stone house.,Barack Obama,stone,terracotta,,2015.0
117,age_of_house,direct,incongruent,Barack Obama built the stone house in 2015 and then built the terracotta house ten years later.,The terracotta house is older than the stone house.,Barack Obama,stone,terracotta,,2015.0
117,age_of_house,direct,incongruent,Barack Obama built the terracotta house in 2015 and then built the stone house ten years later.,The stone house is older than the terracotta house.,Barack Obama,stone,terracotta,,2015.0
118,age_of_house,direct,congruent,Barack Obama built the stone house in 2075 and then built the terracotta house ten years later.,The stone house is older than the terracotta house.,Barack Obama,stone,terracotta,,2075.0
118,age_of_house,direct,congruent,Barack Obama built the terracotta house in 2075 and then built the stone house ten years later.,The terracotta house is older than the stone house.,Barack Obama,stone,terracotta,,2075.0
118,age_of_house,direct,incongruent,Barack Obama built the stone house in 2075 and then built the terracotta house ten years later.,The terracotta house is older than the stone house.,Barack Obama,stone,terracotta,,2075.0
118,age_of_house,direct,incongruent,Barack Obama built the terracotta house in 2075 and then built the stone house ten years later.,The stone house is older than the terracotta house.,Barack Obama,stone,terracotta,,2075.0
119,age_of_house,direct,congruent,Barack Obama built the stone house in 3075 and then built the terracotta house ten years later.,The stone house is older than the terracotta house.,Barack Obama,stone,terracotta,,3075.0
119,age_of_house,direct,congruent,Barack Obama built the terracotta house in 3075 and then built the stone house ten years later.,The terracotta house is older than the stone house.,Barack Obama,stone,terracotta,,3075.0
119,age_of_house,direct,incongruent,Barack Obama built the stone house in 3075 and then built the terracotta house ten years later.,The terracotta house is older than the stone house.,Barack Obama,stone,terracotta,,3075.0
119,age_of_house,direct,incongruent,Barack Obama built the terracotta house in 3075 and then built the stone house ten years later.,The stone house is older than the terracotta house.,Barack Obama,stone,terracotta,,3075.0
120,age_of_house,direct,congruent,Donald Trump built the wooden house in 1275 and then built the brick house ten years later.,The wooden house is older than the brick house.,Donald Trump,wooden,brick,,1275.0
120,age_of_house,direct,congruent,Donald Trump built the brick house in 1275 and then built the wooden house ten years later.,The brick house is older than the wooden house.,Donald Trump,wooden,brick,,1275.0
120,age_of_house,direct,incongruent,Donald Trump built the wooden house in 1275 and then built the brick house ten years later.,The brick house is older than the wooden house.,Donald Trump,wooden,brick,,1275.0
120,age_of_house,direct,incongruent,Donald Trump built the brick house in 1275 and then built the wooden house ten years later.,The wooden house is older than the brick house.,Donald Trump,wooden,brick,,1275.0
121,age_of_house,direct,congruent,Donald Trump built the wooden house in 1875 and then built the brick house ten years later.,The wooden house is older than the brick house.,Donald Trump,wooden,brick,,1875.0
121,age_of_house,direct,congruent,Donald Trump built the brick house in 1875 and then built the wooden house ten years later.,The brick house is older than the wooden house.,Donald Trump,wooden,brick,,1875.0
121,age_of_house,direct,incongruent,Donald Trump built the wooden house in 1875 and then built the brick house ten years later.,The brick house is older than the wooden house.,Donald Trump,wooden,brick,,1875.0
121,age_of_house,direct,incongruent,Donald Trump built the brick house in 1875 and then built the wooden house ten years later.,The wooden house is older than the brick house.,Donald Trump,wooden,brick,,1875.0
122,age_of_house,direct,congruent,Donald Trump built the wooden house in 1975 and then built the brick house ten years later.,The wooden house is older than the brick house.,Donald Trump,wooden,brick,,1975.0
122,age_of_house,direct,congruent,Donald Trump built the brick house in 1975 and then built the wooden house ten years later.,The brick house is older than the wooden house.,Donald Trump,wooden,brick,,1975.0
122,age_of_house,direct,incongruent,Donald Trump built the wooden house in 1975 and then built the brick house ten years later.,The brick house is older than the wooden house.,Donald Trump,wooden,brick,,1975.0
122,age_of_house,direct,incongruent,Donald Trump built the brick house in 1975 and then built the wooden house ten years later.,The wooden house is older than the brick house.,Donald Trump,wooden,brick,,1975.0
123,age_of_house,direct,congruent,Donald Trump built the wooden house in 2015 and then built the brick house ten years later.,The wooden house is older than the brick house.,Donald Trump,wooden,brick,,2015.0
123,age_of_house,direct,congruent,Donald Trump built the brick house in 2015 and then built the wooden house ten years later.,The brick house is older than the wooden house.,Donald Trump,wooden,brick,,2015.0
123,age_of_house,direct,incongruent,Donald Trump built the wooden house in 2015 and then built the brick house ten years later.,The brick house is older than the wooden house.,Donald Trump,wooden,brick,,2015.0
123,age_of_house,direct,incongruent,Donald Trump built the brick house in 2015 and then built the wooden house ten years later.,The wooden house is older than the brick house.,Donald Trump,wooden,brick,,2015.0
124,age_of_house,direct,congruent,Donald Trump built the wooden house in 2075 and then built the brick house ten years later.,The wooden house is older than the brick house.,Donald Trump,wooden,brick,,2075.0
124,age_of_house,direct,congruent,Donald Trump built the brick house in 2075 and then built the wooden house ten years later.,The brick house is older than the wooden house.,Donald Trump,wooden,brick,,2075.0
124,age_of_house,direct,incongruent,Donald Trump built the wooden house in 2075 and then built the brick house ten years later.,The brick house is older than the wooden house.,Donald Trump,wooden,brick,,2075.0
124,age_of_house,direct,incongruent,Donald Trump built the brick house in 2075 and then built the wooden house ten years later.,The wooden house is older than the brick house.,Donald Trump,wooden,brick,,2075.0
125,age_of_house,direct,congruent,Donald Trump built the wooden house in 3075 and then built the brick house ten years later.,The wooden house is older than the brick house.,Donald Trump,wooden,brick,,3075.0
125,age_of_house,direct,congruent,Donald Trump built the brick house in 3075 and then built the wooden house ten years later.,The brick house is older than the wooden house.,Donald Trump,wooden,brick,,3075.0
125,age_of_house,direct,incongruent,Donald Trump built the wooden house in 3075 and then built the brick house ten years later.,The brick house is older than the wooden house.,Donald Trump,wooden,brick,,3075.0
125,age_of_house,direct,incongruent,Donald Trump built the brick house in 3075 and then built the wooden house ten years later.,The wooden house is older than the brick house.,Donald Trump,wooden,brick,,3075.0
126,age_of_house,direct,congruent,Donald Trump built the wooden house in 1275 and then built the thatched house ten years later.,The wooden house is older than the thatched house.,Donald Trump,wooden,thatched,,1275.0
126,age_of_house,direct,congruent,Donald Trump built the thatched house in 1275 and then built the wooden house ten years later.,The thatched house is older than the wooden house.,Donald Trump,wooden,thatched,,1275.0
126,age_of_house,direct,incongruent,Donald Trump built the wooden house in 1275 and then built the thatched house ten years later.,The thatched house is older than the wooden house.,Donald Trump,wooden,thatched,,1275.0
126,age_of_house,direct,incongruent,Donald Trump built the thatched house in 1275 and then built the wooden house ten years later.,The wooden house is older than the thatched house.,Donald Trump,wooden,thatched,,1275.0
127,age_of_house,direct,congruent,Donald Trump built the wooden house in 1875 and then built the thatched house ten years later.,The wooden house is older than the thatched house.,Donald Trump,wooden,thatched,,1875.0
127,age_of_house,direct,congruent,Donald Trump built the thatched house in 1875 and then built the wooden house ten years later.,The thatched house is older than the wooden house.,Donald Trump,wooden,thatched,,1875.0
127,age_of_house,direct,incongruent,Donald Trump built the wooden house in 1875 and then built the thatched house ten years later.,The thatched house is older than the wooden house.,Donald Trump,wooden,thatched,,1875.0
127,age_of_house,direct,incongruent,Donald Trump built the thatched house in 1875 and then built the wooden house ten years later.,The wooden house is older than the thatched house.,Donald Trump,wooden,thatched,,1875.0
128,age_of_house,direct,congruent,Donald Trump built the wooden house in 1975 and then built the thatched house ten years later.,The wooden house is older than the thatched house.,Donald Trump,wooden,thatched,,1975.0
128,age_of_house,direct,congruent,Donald Trump built the thatched house in 1975 and then built the wooden house ten years later.,The thatched house is older than the wooden house.,Donald Trump,wooden,thatched,,1975.0
128,age_of_house,direct,incongruent,Donald Trump built the wooden house in 1975 and then built the thatched house ten years later.,The thatched house is older than the wooden house.,Donald Trump,wooden,thatched,,1975.0
128,age_of_house,direct,incongruent,Donald Trump built the thatched house in 1975 and then built the wooden house ten years later.,The wooden house is older than the thatched house.,Donald Trump,wooden,thatched,,1975.0
129,age_of_house,direct,congruent,Donald Trump built the wooden house in 2015 and then built the thatched house ten years later.,The wooden house is older than the thatched house.,Donald Trump,wooden,thatched,,2015.0
129,age_of_house,direct,congruent,Donald Trump built the thatched house in 2015 and then built the wooden house ten years later.,The thatched house is older than the wooden house.,Donald Trump,wooden,thatched,,2015.0
129,age_of_house,direct,incongruent,Donald Trump built the wooden house in 2015 and then built the thatched house ten years later.,The thatched house is older than the wooden house.,Donald Trump,wooden,thatched,,2015.0
129,age_of_house,direct,incongruent,Donald Trump built the thatched house in 2015 and then built the wooden house ten years later.,The wooden house is older than the thatched house.,Donald Trump,wooden,thatched,,2015.0
130,age_of_house,direct,congruent,Donald Trump built the wooden house in 2075 and then built the thatched house ten years later.,The wooden house is older than the thatched house.,Donald Trump,wooden,thatched,,2075.0
130,age_of_house,direct,congruent,Donald Trump built the thatched house in 2075 and then built the wooden house ten years later.,The thatched house is older than the wooden house.,Donald Trump,wooden,thatched,,2075.0
130,age_of_house,direct,incongruent,Donald Trump built the wooden house in 2075 and then built the thatched house ten years later.,The thatched house is older than the wooden house.,Donald Trump,wooden,thatched,,2075.0
130,age_of_house,direct,incongruent,Donald Trump built the thatched house in 2075 and then built the wooden house ten years later.,The wooden house is older than the thatched house.,Donald Trump,wooden,thatched,,2075.0
131,age_of_house,direct,congruent,Donald Trump built the wooden house in 3075 and then built the thatched house ten years later.,The wooden house is older than the thatched house.,Donald Trump,wooden,thatched,,3075.0
131,age_of_house,direct,congruent,Donald Trump built the thatched house in 3075 and then built the wooden house ten years later.,The thatched house is older than the wooden house.,Donald Trump,wooden,thatched,,3075.0
131,age_of_house,direct,incongruent,Donald Trump built the wooden house in 3075 and then built the thatched house ten years later.,The thatched house is older than the wooden house.,Donald Trump,wooden,thatched,,3075.0
131,age_of_house,direct,incongruent,Donald Trump built the thatched house in 3075 and then built the wooden house ten years later.,The wooden house is older than the thatched house.,Donald Trump,wooden,thatched,,3075.0
132,age_of_house,direct,congruent,Donald Trump built the wooden house in 1275 and then built the stone house ten years later.,The wooden house is older than the stone house.,Donald Trump,wooden,stone,,1275.0
132,age_of_house,direct,congruent,Donald Trump built the stone house in 1275 and then built the wooden house ten years later.,The stone house is older than the wooden house.,Donald Trump,wooden,stone,,1275.0
132,age_of_house,direct,incongruent,Donald Trump built the wooden house in 1275 and then built the stone house ten years later.,The stone house is older than the wooden house.,Donald Trump,wooden,stone,,1275.0
132,age_of_house,direct,incongruent,Donald Trump built the stone house in 1275 and then built the wooden house ten years later.,The wooden house is older than the stone house.,Donald Trump,wooden,stone,,1275.0
133,age_of_house,direct,congruent,Donald Trump built the wooden house in 1875 and then built the stone house ten years later.,The wooden house is older than the stone house.,Donald Trump,wooden,stone,,1875.0
133,age_of_house,direct,congruent,Donald Trump built the stone house in 1875 and then built the wooden house ten years later.,The stone house is older than the wooden house.,Donald Trump,wooden,stone,,1875.0
133,age_of_house,direct,incongruent,Donald Trump built the wooden house in 1875 and then built the stone house ten years later.,The stone house is older than the wooden house.,Donald Trump,wooden,stone,,1875.0
133,age_of_house,direct,incongruent,Donald Trump built the stone house in 1875 and then built the wooden house ten years later.,The wooden house is older than the stone house.,Donald Trump,wooden,stone,,1875.0
134,age_of_house,direct,congruent,Donald Trump built the wooden house in 1975 and then built the stone house ten years later.,The wooden house is older than the stone house.,Donald Trump,wooden,stone,,1975.0
134,age_of_house,direct,congruent,Donald Trump built the stone house in 1975 and then built the wooden house ten years later.,The stone house is older than the wooden house.,Donald Trump,wooden,stone,,1975.0
134,age_of_house,direct,incongruent,Donald Trump built the wooden house in 1975 and then built the stone house ten years later.,The stone house is older than the wooden house.,Donald Trump,wooden,stone,,1975.0
134,age_of_house,direct,incongruent,Donald Trump built the stone house in 1975 and then built the wooden house ten years later.,The wooden house is older than the stone house.,Donald Trump,wooden,stone,,1975.0
135,age_of_house,direct,congruent,Donald Trump built the wooden house in 2015 and then built the stone house ten years later.,The wooden house is older than the stone house.,Donald Trump,wooden,stone,,2015.0
135,age_of_house,direct,congruent,Donald Trump built the stone house in 2015 and then built the wooden house ten years later.,The stone house is older than the wooden house.,Donald Trump,wooden,stone,,2015.0
135,age_of_house,direct,incongruent,Donald Trump built the wooden house in 2015 and then built the stone house ten years later.,The stone house is older than the wooden house.,Donald Trump,wooden,stone,,2015.0
135,age_of_house,direct,incongruent,Donald Trump built the stone house in 2015 and then built the wooden house ten years later.,The wooden house is older than the stone house.,Donald Trump,wooden,stone,,2015.0
136,age_of_house,direct,congruent,Donald Trump built the wooden house in 2075 and then built the stone house ten years later.,The wooden house is older than the stone house.,Donald Trump,wooden,stone,,2075.0
136,age_of_house,direct,congruent,Donald Trump built the stone house in 2075 and then built the wooden house ten years later.,The stone house is older than the wooden house.,Donald Trump,wooden,stone,,2075.0
136,age_of_house,direct,incongruent,Donald Trump built the wooden house in 2075 and then built the stone house ten years later.,The stone house is older than the wooden house.,Donald Trump,wooden,stone,,2075.0
136,age_of_house,direct,incongruent,Donald Trump built the stone house in 2075 and then built the wooden house ten years later.,The wooden house is older than the stone house.,Donald Trump,wooden,stone,,2075.0
137,age_of_house,direct,congruent,Donald Trump built the wooden house in 3075 and then built the stone house ten years later.,The wooden house is older than the stone house.,Donald Trump,wooden,stone,,3075.0
137,age_of_house,direct,congruent,Donald Trump built the stone house in 3075 and then built the wooden house ten years later.,The stone house is older than the wooden house.,Donald Trump,wooden,stone,,3075.0
137,age_of_house,direct,incongruent,Donald Trump built the wooden house in 3075 and then built the stone house ten years later.,The stone house is older than the wooden house.,Donald Trump,wooden,stone,,3075.0
137,age_of_house,direct,incongruent,Donald Trump built the stone house in 3075 and then built the wooden house ten years later.,The wooden house is older than the stone house.,Donald Trump,wooden,stone,,3075.0
138,age_of_house,direct,congruent,Donald Trump built the wooden house in 1275 and then built the terracotta house ten years later.,The wooden house is older than the terracotta house.,Donald Trump,wooden,terracotta,,1275.0
138,age_of_house,direct,congruent,Donald Trump built the terracotta house in 1275 and then built the wooden house ten years later.,The terracotta house is older than the wooden house.,Donald Trump,wooden,terracotta,,1275.0
138,age_of_house,direct,incongruent,Donald Trump built the wooden house in 1275 and then built the terracotta house ten years later.,The terracotta house is older than the wooden house.,Donald Trump,wooden,terracotta,,1275.0
138,age_of_house,direct,incongruent,Donald Trump built the terracotta house in 1275 and then built the wooden house ten years later.,The wooden house is older than the terracotta house.,Donald Trump,wooden,terracotta,,1275.0
139,age_of_house,direct,congruent,Donald Trump built the wooden house in 1875 and then built the terracotta house ten years later.,The wooden house is older than the terracotta house.,Donald Trump,wooden,terracotta,,1875.0
139,age_of_house,direct,congruent,Donald Trump built the terracotta house in 1875 and then built the wooden house ten years later.,The terracotta house is older than the wooden house.,Donald Trump,wooden,terracotta,,1875.0
139,age_of_house,direct,incongruent,Donald Trump built the wooden house in 1875 and then built the terracotta house ten years later.,The terracotta house is older than the wooden house.,Donald Trump,wooden,terracotta,,1875.0
139,age_of_house,direct,incongruent,Donald Trump built the terracotta house in 1875 and then built the wooden house ten years later.,The wooden house is older than the terracotta house.,Donald Trump,wooden,terracotta,,1875.0
140,age_of_house,direct,congruent,Donald Trump built the wooden house in 1975 and then built the terracotta house ten years later.,The wooden house is older than the terracotta house.,Donald Trump,wooden,terracotta,,1975.0
140,age_of_house,direct,congruent,Donald Trump built the terracotta house in 1975 and then built the wooden house ten years later.,The terracotta house is older than the wooden house.,Donald Trump,wooden,terracotta,,1975.0
140,age_of_house,direct,incongruent,Donald Trump built the wooden house in 1975 and then built the terracotta house ten years later.,The terracotta house is older than the wooden house.,Donald Trump,wooden,terracotta,,1975.0
140,age_of_house,direct,incongruent,Donald Trump built the terracotta house in 1975 and then built the wooden house ten years later.,The wooden house is older than the terracotta house.,Donald Trump,wooden,terracotta,,1975.0
141,age_of_house,direct,congruent,Donald Trump built the wooden house in 2015 and then built the terracotta house ten years later.,The wooden house is older than the terracotta house.,Donald Trump,wooden,terracotta,,2015.0
141,age_of_house,direct,congruent,Donald Trump built the terracotta house in 2015 and then built the wooden house ten years later.,The terracotta house is older than the wooden house.,Donald Trump,wooden,terracotta,,2015.0
141,age_of_house,direct,incongruent,Donald Trump built the wooden house in 2015 and then built the terracotta house ten years later.,The terracotta house is older than the wooden house.,Donald Trump,wooden,terracotta,,2015.0
141,age_of_house,direct,incongruent,Donald Trump built the terracotta house in 2015 and then built the wooden house ten years later.,The wooden house is older than the terracotta house.,Donald Trump,wooden,terracotta,,2015.0
142,age_of_house,direct,congruent,Donald Trump built the wooden house in 2075 and then built the terracotta house ten years later.,The wooden house is older than the terracotta house.,Donald Trump,wooden,terracotta,,2075.0
142,age_of_house,direct,congruent,Donald Trump built the terracotta house in 2075 and then built the wooden house ten years later.,The terracotta house is older than the wooden house.,Donald Trump,wooden,terracotta,,2075.0
142,age_of_house,direct,incongruent,Donald Trump built the wooden house in 2075 and then built the terracotta house ten years later.,The terracotta house is older than the wooden house.,Donald Trump,wooden,terracotta,,2075.0
142,age_of_house,direct,incongruent,Donald Trump built the terracotta house in 2075 and then built the wooden house ten years later.,The wooden house is older than the terracotta house.,Donald Trump,wooden,terracotta,,2075.0
143,age_of_house,direct,congruent,Donald Trump built the wooden house in 3075 and then built the terracotta house ten years later.,The wooden house is older than the terracotta house.,Donald Trump,wooden,terracotta,,3075.0
143,age_of_house,direct,congruent,Donald Trump built the terracotta house in 3075 and then built the wooden house ten years later.,The terracotta house is older than the wooden house.,Donald Trump,wooden,terracotta,,3075.0
143,age_of_house,direct,incongruent,Donald Trump built the wooden house in 3075 and then built the terracotta house ten years later.,The terracotta house is older than the wooden house.,Donald Trump,wooden,terracotta,,3075.0
143,age_of_house,direct,incongruent,Donald Trump built the terracotta house in 3075 and then built the wooden house ten years later.,The wooden house is older than the terracotta house.,Donald Trump,wooden,terracotta,,3075.0
144,age_of_house,direct,congruent,Donald Trump built the brick house in 1275 and then built the thatched house ten years later.,The brick house is older than the thatched house.,Donald Trump,brick,thatched,,1275.0
144,age_of_house,direct,congruent,Donald Trump built the thatched house in 1275 and then built the brick house ten years later.,The thatched house is older than the brick house.,Donald Trump,brick,thatched,,1275.0
144,age_of_house,direct,incongruent,Donald Trump built the brick house in 1275 and then built the thatched house ten years later.,The thatched house is older than the brick house.,Donald Trump,brick,thatched,,1275.0
144,age_of_house,direct,incongruent,Donald Trump built the thatched house in 1275 and then built the brick house ten years later.,The brick house is older than the thatched house.,Donald Trump,brick,thatched,,1275.0
145,age_of_house,direct,congruent,Donald Trump built the brick house in 1875 and then built the thatched house ten years later.,The brick house is older than the thatched house.,Donald Trump,brick,thatched,,1875.0
145,age_of_house,direct,congruent,Donald Trump built the thatched house in 1875 and then built the brick house ten years later.,The thatched house is older than the brick house.,Donald Trump,brick,thatched,,1875.0
145,age_of_house,direct,incongruent,Donald Trump built the brick house in 1875 and then built the thatched house ten years later.,The thatched house is older than the brick house.,Donald Trump,brick,thatched,,1875.0
145,age_of_house,direct,incongruent,Donald Trump built the thatched house in 1875 and then built the brick house ten years later.,The brick house is older than the thatched house.,Donald Trump,brick,thatched,,1875.0
146,age_of_house,direct,congruent,Donald Trump built the brick house in 1975 and then built the thatched house ten years later.,The brick house is older than the thatched house.,Donald Trump,brick,thatched,,1975.0
146,age_of_house,direct,congruent,Donald Trump built the thatched house in 1975 and then built the brick house ten years later.,The thatched house is older than the brick house.,Donald Trump,brick,thatched,,1975.0
146,age_of_house,direct,incongruent,Donald Trump built the brick house in 1975 and then built the thatched house ten years later.,The thatched house is older than the brick house.,Donald Trump,brick,thatched,,1975.0
146,age_of_house,direct,incongruent,Donald Trump built the thatched house in 1975 and then built the brick house ten years later.,The brick house is older than the thatched house.,Donald Trump,brick,thatched,,1975.0
147,age_of_house,direct,congruent,Donald Trump built the brick house in 2015 and then built the thatched house ten years later.,The brick house is older than the thatched house.,Donald Trump,brick,thatched,,2015.0
147,age_of_house,direct,congruent,Donald Trump built the thatched house in 2015 and then built the brick house ten years later.,The thatched house is older than the brick house.,Donald Trump,brick,thatched,,2015.0
147,age_of_house,direct,incongruent,Donald Trump built the brick house in 2015 and then built the thatched house ten years later.,The thatched house is older than the brick house.,Donald Trump,brick,thatched,,2015.0
147,age_of_house,direct,incongruent,Donald Trump built the thatched house in 2015 and then built the brick house ten years later.,The brick house is older than the thatched house.,Donald Trump,brick,thatched,,2015.0
148,age_of_house,direct,congruent,Donald Trump built the brick house in 2075 and then built the thatched house ten years later.,The brick house is older than the thatched house.,Donald Trump,brick,thatched,,2075.0
148,age_of_house,direct,congruent,Donald Trump built the thatched house in 2075 and then built the brick house ten years later.,The thatched house is older than the brick house.,Donald Trump,brick,thatched,,2075.0
148,age_of_house,direct,incongruent,Donald Trump built the brick house in 2075 and then built the thatched house ten years later.,The thatched house is older than the brick house.,Donald Trump,brick,thatched,,2075.0
148,age_of_house,direct,incongruent,Donald Trump built the thatched house in 2075 and then built the brick house ten years later.,The brick house is older than the thatched house.,Donald Trump,brick,thatched,,2075.0
149,age_of_house,direct,congruent,Donald Trump built the brick house in 3075 and then built the thatched house ten years later.,The brick house is older than the thatched house.,Donald Trump,brick,thatched,,3075.0
149,age_of_house,direct,congruent,Donald Trump built the thatched house in 3075 and then built the brick house ten years later.,The thatched house is older than the brick house.,Donald Trump,brick,thatched,,3075.0
149,age_of_house,direct,incongruent,Donald Trump built the brick house in 3075 and then built the thatched house ten years later.,The thatched house is older than the brick house.,Donald Trump,brick,thatched,,3075.0
149,age_of_house,direct,incongruent,Donald Trump built the thatched house in 3075 and then built the brick house ten years later.,The brick house is older than the thatched house.,Donald Trump,brick,thatched,,3075.0
150,age_of_house,direct,congruent,Donald Trump built the brick house in 1275 and then built the stone house ten years later.,The brick house is older than the stone house.,Donald Trump,brick,stone,,1275.0
150,age_of_house,direct,congruent,Donald Trump built the stone house in 1275 and then built the brick house ten years later.,The stone house is older than the brick house.,Donald Trump,brick,stone,,1275.0
150,age_of_house,direct,incongruent,Donald Trump built the brick house in 1275 and then built the stone house ten years later.,The stone house is older than the brick house.,Donald Trump,brick,stone,,1275.0
150,age_of_house,direct,incongruent,Donald Trump built the stone house in 1275 and then built the brick house ten years later.,The brick house is older than the stone house.,Donald Trump,brick,stone,,1275.0
151,age_of_house,direct,congruent,Donald Trump built the brick house in 1875 and then built the stone house ten years later.,The brick house is older than the stone house.,Donald Trump,brick,stone,,1875.0
151,age_of_house,direct,congruent,Donald Trump built the stone house in 1875 and then built the brick house ten years later.,The stone house is older than the brick house.,Donald Trump,brick,stone,,1875.0
151,age_of_house,direct,incongruent,Donald Trump built the brick house in 1875 and then built the stone house ten years later.,The stone house is older than the brick house.,Donald Trump,brick,stone,,1875.0
151,age_of_house,direct,incongruent,Donald Trump built the stone house in 1875 and then built the brick house ten years later.,The brick house is older than the stone house.,Donald Trump,brick,stone,,1875.0
152,age_of_house,direct,congruent,Donald Trump built the brick house in 1975 and then built the stone house ten years later.,The brick house is older than the stone house.,Donald Trump,brick,stone,,1975.0
152,age_of_house,direct,congruent,Donald Trump built the stone house in 1975 and then built the brick house ten years later.,The stone house is older than the brick house.,Donald Trump,brick,stone,,1975.0
152,age_of_house,direct,incongruent,Donald Trump built the brick house in 1975 and then built the stone house ten years later.,The stone house is older than the brick house.,Donald Trump,brick,stone,,1975.0
152,age_of_house,direct,incongruent,Donald Trump built the stone house in 1975 and then built the brick house ten years later.,The brick house is older than the stone house.,Donald Trump,brick,stone,,1975.0
153,age_of_house,direct,congruent,Donald Trump built the brick house in 2015 and then built the stone house ten years later.,The brick house is older than the stone house.,Donald Trump,brick,stone,,2015.0
153,age_of_house,direct,congruent,Donald Trump built the stone house in 2015 and then built the brick house ten years later.,The stone house is older than the brick house.,Donald Trump,brick,stone,,2015.0
153,age_of_house,direct,incongruent,Donald Trump built the brick house in 2015 and then built the stone house ten years later.,The stone house is older than the brick house.,Donald Trump,brick,stone,,2015.0
153,age_of_house,direct,incongruent,Donald Trump built the stone house in 2015 and then built the brick house ten years later.,The brick house is older than the stone house.,Donald Trump,brick,stone,,2015.0
154,age_of_house,direct,congruent,Donald Trump built the brick house in 2075 and then built the stone house ten years later.,The brick house is older than the stone house.,Donald Trump,brick,stone,,2075.0
154,age_of_house,direct,congruent,Donald Trump built the stone house in 2075 and then built the brick house ten years later.,The stone house is older than the brick house.,Donald Trump,brick,stone,,2075.0
154,age_of_house,direct,incongruent,Donald Trump built the brick house in 2075 and then built the stone house ten years later.,The stone house is older than the brick house.,Donald Trump,brick,stone,,2075.0
154,age_of_house,direct,incongruent,Donald Trump built the stone house in 2075 and then built the brick house ten years later.,The brick house is older than the stone house.,Donald Trump,brick,stone,,2075.0
155,age_of_house,direct,congruent,Donald Trump built the brick house in 3075 and then built the stone house ten years later.,The brick house is older than the stone house.,Donald Trump,brick,stone,,3075.0
155,age_of_house,direct,congruent,Donald Trump built the stone house in 3075 and then built the brick house ten years later.,The stone house is older than the brick house.,Donald Trump,brick,stone,,3075.0
155,age_of_house,direct,incongruent,Donald Trump built the brick house in 3075 and then built the stone house ten years later.,The stone house is older than the brick house.,Donald Trump,brick,stone,,3075.0
155,age_of_house,direct,incongruent,Donald Trump built the stone house in 3075 and then built the brick house ten years later.,The brick house is older than the stone house.,Donald Trump,brick,stone,,3075.0
156,age_of_house,direct,congruent,Donald Trump built the brick house in 1275 and then built the terracotta house ten years later.,The brick house is older than the terracotta house.,Donald Trump,brick,terracotta,,1275.0
156,age_of_house,direct,congruent,Donald Trump built the terracotta house in 1275 and then built the brick house ten years later.,The terracotta house is older than the brick house.,Donald Trump,brick,terracotta,,1275.0
156,age_of_house,direct,incongruent,Donald Trump built the brick house in 1275 and then built the terracotta house ten years later.,The terracotta house is older than the brick house.,Donald Trump,brick,terracotta,,1275.0
156,age_of_house,direct,incongruent,Donald Trump built the terracotta house in 1275 and then built the brick house ten years later.,The brick house is older than the terracotta house.,Donald Trump,brick,terracotta,,1275.0
