item,stim_classname,directness,condition,context,target,subject1,subject2,object1
141,learning from_teaching,indirect,incongruent,Mom and Dad are playing a game which requires them to score a goal while avoiding objects. Mom is learning from Dad in this game.,Dad is getting better at the game by watching Mom.,Mom,Dad,objects
141,learning from_teaching,indirect,incongruent,Mom and Dad are playing a game which requires them to score a goal while avoiding objects. Mom is teaching Dad in this game.,Mom is getting better at the game by watching Dad.,Mom,Dad,objects
142,learning from_teaching,indirect,congruent,Mom and Dad are playing a game which requires them to score a goal while avoiding blocks. Mom is learning from Dad in this game.,Mom is getting better at the game by watching Dad.,Mom,Dad,blocks
142,learning from_teaching,indirect,congruent,Mom and Dad are playing a game which requires them to score a goal while avoiding blocks. Mom is teaching Dad in this game.,Dad is getting better at the game by watching Mom.,Mom,Dad,blocks
142,learning from_teaching,indirect,incongruent,Mom and Dad are playing a game which requires them to score a goal while avoiding blocks. Mom is learning from Dad in this game.,Dad is getting better at the game by watching Mom.,Mom,Dad,blocks
142,learning from_teaching,indirect,incongruent,Mom and Dad are playing a game which requires them to score a goal while avoiding blocks. Mom is teaching Dad in this game.,Mom is getting better at the game by watching Dad.,Mom,Dad,blocks
143,learning from_teaching,indirect,congruent,Mom and Dad are playing a game which requires them to score a goal while avoiding cubes. Mom is learning from Dad in this game.,Mom is getting better at the game by watching Dad.,Mom,Dad,cubes
143,learning from_teaching,indirect,congruent,Mom and Dad are playing a game which requires them to score a goal while avoiding cubes. Mom is teaching Dad in this game.,Dad is getting better at the game by watching Mom.,Mom,Dad,cubes
143,learning from_teaching,indirect,incongruent,Mom and Dad are playing a game which requires them to score a goal while avoiding cubes. Mom is learning from Dad in this game.,Dad is getting better at the game by watching Mom.,Mom,Dad,cubes
143,learning from_teaching,indirect,incongruent,Mom and Dad are playing a game which requires them to score a goal while avoiding cubes. Mom is teaching Dad in this game.,Mom is getting better at the game by watching Dad.,Mom,Dad,cubes
144,learning from_teaching,indirect,congruent,Mom and Dad are playing a game which requires them to score a goal while avoiding spikes. Mom is learning from Dad in this game.,Mom is getting better at the game by watching Dad.,Mom,Dad,spikes
144,learning from_teaching,indirect,congruent,Mom and Dad are playing a game which requires them to score a goal while avoiding spikes. Mom is teaching Dad in this game.,Dad is getting better at the game by watching Mom.,Mom,Dad,spikes
144,learning from_teaching,indirect,incongruent,Mom and Dad are playing a game which requires them to score a goal while avoiding spikes. Mom is learning from Dad in this game.,Dad is getting better at the game by watching Mom.,Mom,Dad,spikes
144,learning from_teaching,indirect,incongruent,Mom and Dad are playing a game which requires them to score a goal while avoiding spikes. Mom is teaching Dad in this game.,Mom is getting better at the game by watching Dad.,Mom,Dad,spikes
145,learning from_teaching,indirect,congruent,Mom and Dad are playing a game which requires them to score a goal while avoiding daxes. Mom is learning from Dad in this game.,Mom is getting better at the game by watching Dad.,Mom,Dad,daxes
145,learning from_teaching,indirect,congruent,Mom and Dad are playing a game which requires them to score a goal while avoiding daxes. Mom is teaching Dad in this game.,Dad is getting better at the game by watching Mom.,Mom,Dad,daxes
145,learning from_teaching,indirect,incongruent,Mom and Dad are playing a game which requires them to score a goal while avoiding daxes. Mom is learning from Dad in this game.,Dad is getting better at the game by watching Mom.,Mom,Dad,daxes
145,learning from_teaching,indirect,incongruent,Mom and Dad are playing a game which requires them to score a goal while avoiding daxes. Mom is teaching Dad in this game.,Mom is getting better at the game by watching Dad.,Mom,Dad,daxes
146,learning from_teaching,indirect,congruent,Mom and Dad are playing a game which requires them to score a goal while avoiding blickets. Mom is learning from Dad in this game.,Mom is getting better at the game by watching Dad.,Mom,Dad,blickets
146,learning from_teaching,indirect,congruent,Mom and Dad are playing a game which requires them to score a goal while avoiding blickets. Mom is teaching Dad in this game.,Dad is getting better at the game by watching Mom.,Mom,Dad,blickets
146,learning from_teaching,indirect,incongruent,Mom and Dad are playing a game which requires them to score a goal while avoiding blickets. Mom is learning from Dad in this game.,Dad is getting better at the game by watching Mom.,Mom,Dad,blickets
146,learning from_teaching,indirect,incongruent,Mom and Dad are playing a game which requires them to score a goal while avoiding blickets. Mom is teaching Dad in this game.,Mom is getting better at the game by watching Dad.,Mom,Dad,blickets
147,learning from_teaching,direct,congruent,Alice and Bob are playing a game which requires them to score a goal while avoiding obstacles. Alice is learning from Bob in this game.,Bob is showing Alice how to play this game.,Alice,Bob,obstacles
147,learning from_teaching,direct,congruent,Alice and Bob are playing a game which requires them to score a goal while avoiding obstacles. Alice is teaching Bob in this game.,Alice is showing Bob how to play this game.,Alice,Bob,obstacles
147,learning from_teaching,direct,incongruent,Alice and Bob are playing a game which requires them to score a goal while avoiding obstacles. Alice is learning from Bob in this game.,Alice is showing Bob how to play this game.,Alice,Bob,obstacles
147,learning from_teaching,direct,incongruent,Alice and Bob are playing a game which requires them to score a goal while avoiding obstacles. Alice is teaching Bob in this game.,Bob is showing Alice how to play this game.,Alice,Bob,obstacles
148,learning from_teaching,direct,congruent,Alice and Bob are playing a game which requires them to score a goal while avoiding objects. Alice is learning from Bob in this game.,Bob is showing Alice how to play this game.,Alice,Bob,objects
148,learning from_teaching,direct,congruent,Alice and Bob are playing a game which requires them to score a goal while avoiding objects. Alice is teaching Bob in this game.,Alice is showing Bob how to play this game.,Alice,Bob,objects
148,learning from_teaching,direct,incongruent,Alice and Bob are playing a game which requires them to score a goal while avoiding objects. Alice is learning from Bob in this game.,Alice is showing Bob how to play this game.,Alice,Bob,objects
148,learning from_teaching,direct,incongruent,Alice and Bob are playing a game which requires them to score a goal while avoiding objects. Alice is teaching Bob in this game.,Bob is showing Alice how to play this game.,Alice,Bob,objects
149,learning from_teaching,direct,congruent,Alice and Bob are playing a game which requires them to score a goal while avoiding blocks. Alice is learning from Bob in this game.,Bob is showing Alice how to play this game.,Alice,Bob,blocks
149,learning from_teaching,direct,congruent,Alice and Bob are playing a game which requires them to score a goal while avoiding blocks. Alice is teaching Bob in this game.,Alice is showing Bob how to play this game.,Alice,Bob,blocks
149,learning from_teaching,direct,incongruent,Alice and Bob are playing a game which requires them to score a goal while avoiding blocks. Alice is learning from Bob in this game.,Alice is showing Bob how to play this game.,Alice,Bob,blocks
149,learning from_teaching,direct,incongruent,Alice and Bob are playing a game which requires them to score a goal while avoiding blocks. Alice is teaching Bob in this game.,Bob is showing Alice how to play this game.,Alice,Bob,blocks
150,learning from_teaching,direct,congruent,Alice and Bob are playing a game which requires them to score a goal while avoiding cubes. Alice is learning from Bob in this game.,Bob is showing Alice how to play this game.,Alice,Bob,cubes
150,learning from_teaching,direct,congruent,Alice and Bob are playing a game which requires them to score a goal while avoiding cubes. Alice is teaching Bob in this game.,Alice is showing Bob how to play this game.,Alice,Bob,cubes
150,learning from_teaching,direct,incongruent,Alice and Bob are playing a game which requires them to score a goal while avoiding cubes. Alice is learning from Bob in this game.,Alice is showing Bob how to play this game.,Alice,Bob,cubes
150,learning from_teaching,direct,incongruent,Alice and Bob are playing a game which requires them to score a goal while avoiding cubes. Alice is teaching Bob in this game.,Bob is showing Alice how to play this game.,Alice,Bob,cubes
151,learning from_teaching,direct,congruent,Alice and Bob are playing a game which requires them to score a goal while avoiding spikes. Alice is learning from Bob in this game.,Bob is showing Alice how to play this game.,Alice,Bob,spikes
151,learning from_teaching,direct,congruent,Alice and Bob are playing a game which requires them to score a goal while avoiding spikes. Alice is teaching Bob in this game.,Alice is showing Bob how to play this game.,Alice,Bob,spikes
151,learning from_teaching,direct,incongruent,Alice and Bob are playing a game which requires them to score a goal while avoiding spikes. Alice is learning from Bob in this game.,Alice is showing Bob how to play this game.,Alice,Bob,spikes
151,learning from_teaching,direct,incongruent,Alice and Bob are playing a game which requires them to score a goal while avoiding spikes. Alice is teaching Bob in this game.,Bob is showing Alice how to play this game.,Alice,Bob,spikes
152,learning from_teaching,direct,congruent,Alice and Bob are playing a game which requires them to score a goal while avoiding daxes. Alice is learning from Bob in this game.,Bob is showing Alice how to play this game.,Alice,Bob,daxes
152,learning from_teaching,direct,congruent,Alice and Bob are playing a game which requires them to score a goal while avoiding daxes. Alice is teaching Bob in this game.,Alice is showing Bob how to play this game.,Alice,Bob,daxes
152,learning from_teaching,direct,incongruent,Alice and Bob are playing a game which requires them to score a goal while avoiding daxes. Alice is learning from Bob in this game.,Alice is showing Bob how to play this game.,Alice,Bob,daxes
152,learning from_teaching,direct,incongruent,Alice and Bob are playing a game which requires them to score a goal while avoiding daxes. Alice is teaching Bob in this game.,Bob is showing Alice how to play this game.,Alice,Bob,daxes
153,learning from_teaching,direct,congruent,Alice and Bob are playing a game which requires them to score a goal while avoiding blickets. Alice is learning from Bob in this game.,Bob is showing Alice how to play this game.,Alice,Bob,blickets
153,learning from_teaching,direct,congruent,Alice and Bob are playing a game which requires them to score a goal while avoiding blickets. Alice is teaching Bob in this game.,Alice is showing Bob how to play this game.,Alice,Bob,blickets
153,learning from_teaching,direct,incongruent,Alice and Bob are playing a game which requires them to score a goal while avoiding blickets. Alice is learning from Bob in this game.,Alice is showing Bob how to play this game.,Alice,Bob,blickets
153,learning from_teaching,direct,incongruent,Alice and Bob are playing a game which requires them to score a goal while avoiding blickets. Alice is teaching Bob in this game.,Bob is showing Alice how to play this game.,Alice,Bob,blickets
154,learning from_teaching,direct,congruent,Alice and Charlie are playing a game which requires them to score a goal while avoiding obstacles. Alice is learning from Charlie in this game.,Charlie is showing Alice how to play this game.,Alice,Charlie,obstacles
154,learning from_teaching,direct,congruent,Alice and Charlie are playing a game which requires them to score a goal while avoiding obstacles. Alice is teaching Charlie in this game.,Alice is showing Charlie how to play this game.,Alice,Charlie,obstacles
154,learning from_teaching,direct,incongruent,Alice and Charlie are playing a game which requires them to score a goal while avoiding obstacles. Alice is learning from Charlie in this game.,Alice is showing Charlie how to play this game.,Alice,Charlie,obstacles
154,learning from_teaching,direct,incongruent,Alice and Charlie are playing a game which requires them to score a goal while avoiding obstacles. Alice is teaching Charlie in this game.,Charlie is showing Alice how to play this game.,Alice,Charlie,obstacles
155,learning from_teaching,direct,congruent,Alice and Charlie are playing a game which requires them to score a goal while avoiding objects. Alice is learning from Charlie in this game.,Charlie is showing Alice how to play this game.,Alice,Charlie,objects
155,learning from_teaching,direct,congruent,Alice and Charlie are playing a game which requires them to score a goal while avoiding objects. Alice is teaching Charlie in this game.,Alice is showing Charlie how to play this game.,Alice,Charlie,objects
155,learning from_teaching,direct,incongruent,Alice and Charlie are playing a game which requires them to score a goal while avoiding objects. Alice is learning from Charlie in this game.,Alice is showing Charlie how to play this game.,Alice,Charlie,objects
155,learning from_teaching,direct,incongruent,Alice and Charlie are playing a game which requires them to score a goal while avoiding objects. Alice is teaching Charlie in this game.,Charlie is showing Alice how to play this game.,Alice,Charlie,objects
156,learning from_teaching,direct,congruent,Alice and Charlie are playing a game which requires them to score a goal while avoiding blocks. Alice is learning from Charlie in this game.,Charlie is showing Alice how to play this game.,Alice,Charlie,blocks
156,learning from_teaching,direct,congruent,Alice and Charlie are playing a game which requires them to score a goal while avoiding blocks. Alice is teaching Charlie in this game.,Alice is showing Charlie how to play this game.,Alice,Charlie,blocks
156,learning from_teaching,direct,incongruent,Alice and Charlie are playing a game which requires them to score a goal while avoiding blocks. Alice is learning from Charlie in this game.,Alice is showing Charlie how to play this game.,Alice,Charlie,blocks
156,learning from_teaching,direct,incongruent,Alice and Charlie are playing a game which requires them to score a goal while avoiding blocks. Alice is teaching Charlie in this game.,Charlie is showing Alice how to play this game.,Alice,Charlie,blocks
157,learning from_teaching,direct,congruent,Alice and Charlie are playing a game which requires them to score a goal while avoiding cubes. Alice is learning from Charlie in this game.,Charlie is showing Alice how to play this game.,Alice,Charlie,cubes
157,learning from_teaching,direct,congruent,Alice and Charlie are playing a game which requires them to score a goal while avoiding cubes. Alice is teaching Charlie in this game.,Alice is showing Charlie how to play this game.,Alice,Charlie,cubes
157,learning from_teaching,direct,incongruent,Alice and Charlie are playing a game which requires them to score a goal while avoiding cubes. Alice is learning from Charlie in this game.,Alice is showing Charlie how to play this game.,Alice,Charlie,cubes
157,learning from_teaching,direct,incongruent,Alice and Charlie are playing a game which requires them to score a goal while avoiding cubes. Alice is teaching Charlie in this game.,Charlie is showing Alice how to play this game.,Alice,Charlie,cubes
158,learning from_teaching,direct,congruent,Alice and Charlie are playing a game which requires them to score a goal while avoiding spikes. Alice is learning from Charlie in this game.,Charlie is showing Alice how to play this game.,Alice,Charlie,spikes
158,learning from_teaching,direct,congruent,Alice and Charlie are playing a game which requires them to score a goal while avoiding spikes. Alice is teaching Charlie in this game.,Alice is showing Charlie how to play this game.,Alice,Charlie,spikes
158,learning from_teaching,direct,incongruent,Alice and Charlie are playing a game which requires them to score a goal while avoiding spikes. Alice is learning from Charlie in this game.,Alice is showing Charlie how to play this game.,Alice,Charlie,spikes
158,learning from_teaching,direct,incongruent,Alice and Charlie are playing a game which requires them to score a goal while avoiding spikes. Alice is teaching Charlie in this game.,Charlie is showing Alice how to play this game.,Alice,Charlie,spikes
159,learning from_teaching,direct,congruent,Alice and Charlie are playing a game which requires them to score a goal while avoiding daxes. Alice is learning from Charlie in this game.,Charlie is showing Alice how to play this game.,Alice,Charlie,daxes
159,learning from_teaching,direct,congruent,Alice and Charlie are playing a game which requires them to score a goal while avoiding daxes. Alice is teaching Charlie in this game.,Alice is showing Charlie how to play this game.,Alice,Charlie,daxes
159,learning from_teaching,direct,incongruent,Alice and Charlie are playing a game which requires them to score a goal while avoiding daxes. Alice is learning from Charlie in this game.,Alice is showing Charlie how to play this game.,Alice,Charlie,daxes
159,learning from_teaching,direct,incongruent,Alice and Charlie are playing a game which requires them to score a goal while avoiding daxes. Alice is teaching Charlie in this game.,Charlie is showing Alice how to play this game.,Alice,Charlie,daxes
160,learning from_teaching,direct,congruent,Alice and Charlie are playing a game which requires them to score a goal while avoiding blickets. Alice is learning from Charlie in this game.,Charlie is showing Alice how to play this game.,Alice,Charlie,blickets
160,learning from_teaching,direct,congruent,Alice and Charlie are playing a game which requires them to score a goal while avoiding blickets. Alice is teaching Charlie in this game.,Alice is showing Charlie how to play this game.,Alice,Charlie,blickets
160,learning from_teaching,direct,incongruent,Alice and Charlie are playing a game which requires them to score a goal while avoiding blickets. Alice is learning from Charlie in this game.,Alice is showing Charlie how to play this game.,Alice,Charlie,blickets
160,learning from_teaching,direct,incongruent,Alice and Charlie are playing a game which requires them to score a goal while avoiding blickets. Alice is teaching Charlie in this game.,Charlie is showing Alice how to play this game.,Alice,Charlie,blickets
161,learning from_teaching,direct,congruent,Alice and Barack Obama are playing a game which requires them to score a goal while avoiding obstacles. Alice is learning from Barack Obama in this game.,Barack Obama is showing Alice how to play this game.,Alice,Barack Obama,obstacles
161,learning from_teaching,direct,congruent,Alice and Barack Obama are playing a game which requires them to score a goal while avoiding obstacles. Alice is teaching Barack Obama in this game.,Alice is showing Barack Obama how to play this game.,Alice,Barack Obama,obstacles
161,learning from_teaching,direct,incongruent,Alice and Barack Obama are playing a game which requires them to score a goal while avoiding obstacles. Alice is learning from Barack Obama in this game.,Alice is showing Barack Obama how to play this game.,Alice,Barack Obama,obstacles
161,learning from_teaching,direct,incongruent,Alice and Barack Obama are playing a game which requires them to score a goal while avoiding obstacles. Alice is teaching Barack Obama in this game.,Barack Obama is showing Alice how to play this game.,Alice,Barack Obama,obstacles
162,learning from_teaching,direct,congruent,Alice and Barack Obama are playing a game which requires them to score a goal while avoiding objects. Alice is learning from Barack Obama in this game.,Barack Obama is showing Alice how to play this game.,Alice,Barack Obama,objects
162,learning from_teaching,direct,congruent,Alice and Barack Obama are playing a game which requires them to score a goal while avoiding objects. Alice is teaching Barack Obama in this game.,Alice is showing Barack Obama how to play this game.,Alice,Barack Obama,objects
162,learning from_teaching,direct,incongruent,Alice and Barack Obama are playing a game which requires them to score a goal while avoiding objects. Alice is learning from Barack Obama in this game.,Alice is showing Barack Obama how to play this game.,Alice,Barack Obama,objects
162,learning from_teaching,direct,incongruent,Alice and Barack Obama are playing a game which requires them to score a goal while avoiding objects. Alice is teaching Barack Obama in this game.,Barack Obama is showing Alice how to play this game.,Alice,Barack Obama,objects
163,learning from_teaching,direct,congruent,Alice and Barack Obama are playing a game which requires them to score a goal while avoiding blocks. Alice is learning from Barack Obama in this game.,Barack Obama is showing Alice how to play this game.,Alice,Barack Obama,blocks
163,learning from_teaching,direct,congruent,Alice and Barack Obama are playing a game which requires them to score a goal while avoiding blocks. Alice is teaching Barack Obama in this game.,Alice is showing Barack Obama how to play this game.,Alice,Barack Obama,blocks
163,learning from_teaching,direct,incongruent,Alice and Barack Obama are playing a game which requires them to score a goal while avoiding blocks. Alice is learning from Barack Obama in this game.,Alice is showing Barack Obama how to play this game.,Alice,Barack Obama,blocks
163,learning from_teaching,direct,incongruent,Alice and Barack Obama are playing a game which requires them to score a goal while avoiding blocks. Alice is teaching Barack Obama in this game.,Barack Obama is showing Alice how to play this game.,Alice,Barack Obama,blocks
164,learning from_teaching,direct,congruent,Alice and Barack Obama are playing a game which requires them to score a goal while avoiding cubes. Alice is learning from Barack Obama in this game.,Barack Obama is showing Alice how to play this game.,Alice,Barack Obama,cubes
164,learning from_teaching,direct,congruent,Alice and Barack Obama are playing a game which requires them to score a goal while avoiding cubes. Alice is teaching Barack Obama in this game.,Alice is showing Barack Obama how to play this game.,Alice,Barack Obama,cubes
164,learning from_teaching,direct,incongruent,Alice and Barack Obama are playing a game which requires them to score a goal while avoiding cubes. Alice is learning from Barack Obama in this game.,Alice is showing Barack Obama how to play this game.,Alice,Barack Obama,cubes
164,learning from_teaching,direct,incongruent,Alice and Barack Obama are playing a game which requires them to score a goal while avoiding cubes. Alice is teaching Barack Obama in this game.,Barack Obama is showing Alice how to play this game.,Alice,Barack Obama,cubes
165,learning from_teaching,direct,congruent,Alice and Barack Obama are playing a game which requires them to score a goal while avoiding spikes. Alice is learning from Barack Obama in this game.,Barack Obama is showing Alice how to play this game.,Alice,Barack Obama,spikes
165,learning from_teaching,direct,congruent,Alice and Barack Obama are playing a game which requires them to score a goal while avoiding spikes. Alice is teaching Barack Obama in this game.,Alice is showing Barack Obama how to play this game.,Alice,Barack Obama,spikes
165,learning from_teaching,direct,incongruent,Alice and Barack Obama are playing a game which requires them to score a goal while avoiding spikes. Alice is learning from Barack Obama in this game.,Alice is showing Barack Obama how to play this game.,Alice,Barack Obama,spikes
165,learning from_teaching,direct,incongruent,Alice and Barack Obama are playing a game which requires them to score a goal while avoiding spikes. Alice is teaching Barack Obama in this game.,Barack Obama is showing Alice how to play this game.,Alice,Barack Obama,spikes
166,learning from_teaching,direct,congruent,Alice and Barack Obama are playing a game which requires them to score a goal while avoiding daxes. Alice is learning from Barack Obama in this game.,Barack Obama is showing Alice how to play this game.,Alice,Barack Obama,daxes
166,learning from_teaching,direct,congruent,Alice and Barack Obama are playing a game which requires them to score a goal while avoiding daxes. Alice is teaching Barack Obama in this game.,Alice is showing Barack Obama how to play this game.,Alice,Barack Obama,daxes
166,learning from_teaching,direct,incongruent,Alice and Barack Obama are playing a game which requires them to score a goal while avoiding daxes. Alice is learning from Barack Obama in this game.,Alice is showing Barack Obama how to play this game.,Alice,Barack Obama,daxes
166,learning from_teaching,direct,incongruent,Alice and Barack Obama are playing a game which requires them to score a goal while avoiding daxes. Alice is teaching Barack Obama in this game.,Barack Obama is showing Alice how to play this game.,Alice,Barack Obama,daxes
167,learning from_teaching,direct,congruent,Alice and Barack Obama are playing a game which requires them to score a goal while avoiding blickets. Alice is learning from Barack Obama in this game.,Barack Obama is showing Alice how to play this game.,Alice,Barack Obama,blickets
167,learning from_teaching,direct,congruent,Alice and Barack Obama are playing a game which requires them to score a goal while avoiding blickets. Alice is teaching Barack Obama in this game.,Alice is showing Barack Obama how to play this game.,Alice,Barack Obama,blickets
167,learning from_teaching,direct,incongruent,Alice and Barack Obama are playing a game which requires them to score a goal while avoiding blickets. Alice is learning from Barack Obama in this game.,Alice is showing Barack Obama how to play this game.,Alice,Barack Obama,blickets
167,learning from_teaching,direct,incongruent,Alice and Barack Obama are playing a game which requires them to score a goal while avoiding blickets. Alice is teaching Barack Obama in this game.,Barack Obama is showing Alice how to play this game.,Alice,Barack Obama,blickets
168,learning from_teaching,direct,congruent,Alice and Donald Trump are playing a game which requires them to score a goal while avoiding obstacles. Alice is learning from Donald Trump in this game.,Donald Trump is showing Alice how to play this game.,Alice,Donald Trump,obstacles
168,learning from_teaching,direct,congruent,Alice and Donald Trump are playing a game which requires them to score a goal while avoiding obstacles. Alice is teaching Donald Trump in this game.,Alice is showing Donald Trump how to play this game.,Alice,Donald Trump,obstacles
168,learning from_teaching,direct,incongruent,Alice and Donald Trump are playing a game which requires them to score a goal while avoiding obstacles. Alice is learning from Donald Trump in this game.,Alice is showing Donald Trump how to play this game.,Alice,Donald Trump,obstacles
168,learning from_teaching,direct,incongruent,Alice and Donald Trump are playing a game which requires them to score a goal while avoiding obstacles. Alice is teaching Donald Trump in this game.,Donald Trump is showing Alice how to play this game.,Alice,Donald Trump,obstacles
169,learning from_teaching,direct,congruent,Alice and Donald Trump are playing a game which requires them to score a goal while avoiding objects. Alice is learning from Donald Trump in this game.,Donald Trump is showing Alice how to play this game.,Alice,Donald Trump,objects
169,learning from_teaching,direct,congruent,Alice and Donald Trump are playing a game which requires them to score a goal while avoiding objects. Alice is teaching Donald Trump in this game.,Alice is showing Donald Trump how to play this game.,Alice,Donald Trump,objects
169,learning from_teaching,direct,incongruent,Alice and Donald Trump are playing a game which requires them to score a goal while avoiding objects. Alice is learning from Donald Trump in this game.,Alice is showing Donald Trump how to play this game.,Alice,Donald Trump,objects
169,learning from_teaching,direct,incongruent,Alice and Donald Trump are playing a game which requires them to score a goal while avoiding objects. Alice is teaching Donald Trump in this game.,Donald Trump is showing Alice how to play this game.,Alice,Donald Trump,objects
170,learning from_teaching,direct,congruent,Alice and Donald Trump are playing a game which requires them to score a goal while avoiding blocks. Alice is learning from Donald Trump in this game.,Donald Trump is showing Alice how to play this game.,Alice,Donald Trump,blocks
170,learning from_teaching,direct,congruent,Alice and Donald Trump are playing a game which requires them to score a goal while avoiding blocks. Alice is teaching Donald Trump in this game.,Alice is showing Donald Trump how to play this game.,Alice,Donald Trump,blocks
170,learning from_teaching,direct,incongruent,Alice and Donald Trump are playing a game which requires them to score a goal while avoiding blocks. Alice is learning from Donald Trump in this game.,Alice is showing Donald Trump how to play this game.,Alice,Donald Trump,blocks
170,learning from_teaching,direct,incongruent,Alice and Donald Trump are playing a game which requires them to score a goal while avoiding blocks. Alice is teaching Donald Trump in this game.,Donald Trump is showing Alice how to play this game.,Alice,Donald Trump,blocks
171,learning from_teaching,direct,congruent,Alice and Donald Trump are playing a game which requires them to score a goal while avoiding cubes. Alice is learning from Donald Trump in this game.,Donald Trump is showing Alice how to play this game.,Alice,Donald Trump,cubes
171,learning from_teaching,direct,congruent,Alice and Donald Trump are playing a game which requires them to score a goal while avoiding cubes. Alice is teaching Donald Trump in this game.,Alice is showing Donald Trump how to play this game.,Alice,Donald Trump,cubes
171,learning from_teaching,direct,incongruent,Alice and Donald Trump are playing a game which requires them to score a goal while avoiding cubes. Alice is learning from Donald Trump in this game.,Alice is showing Donald Trump how to play this game.,Alice,Donald Trump,cubes
171,learning from_teaching,direct,incongruent,Alice and Donald Trump are playing a game which requires them to score a goal while avoiding cubes. Alice is teaching Donald Trump in this game.,Donald Trump is showing Alice how to play this game.,Alice,Donald Trump,cubes
172,learning from_teaching,direct,congruent,Alice and Donald Trump are playing a game which requires them to score a goal while avoiding spikes. Alice is learning from Donald Trump in this game.,Donald Trump is showing Alice how to play this game.,Alice,Donald Trump,spikes
172,learning from_teaching,direct,congruent,Alice and Donald Trump are playing a game which requires them to score a goal while avoiding spikes. Alice is teaching Donald Trump in this game.,Alice is showing Donald Trump how to play this game.,Alice,Donald Trump,spikes
172,learning from_teaching,direct,incongruent,Alice and Donald Trump are playing a game which requires them to score a goal while avoiding spikes. Alice is learning from Donald Trump in this game.,Alice is showing Donald Trump how to play this game.,Alice,Donald Trump,spikes
172,learning from_teaching,direct,incongruent,Alice and Donald Trump are playing a game which requires them to score a goal while avoiding spikes. Alice is teaching Donald Trump in this game.,Donald Trump is showing Alice how to play this game.,Alice,Donald Trump,spikes
173,learning from_teaching,direct,congruent,Alice and Donald Trump are playing a game which requires them to score a goal while avoiding daxes. Alice is learning from Donald Trump in this game.,Donald Trump is showing Alice how to play this game.,Alice,Donald Trump,daxes
173,learning from_teaching,direct,congruent,Alice and Donald Trump are playing a game which requires them to score a goal while avoiding daxes. Alice is teaching Donald Trump in this game.,Alice is showing Donald Trump how to play this game.,Alice,Donald Trump,daxes
173,learning from_teaching,direct,incongruent,Alice and Donald Trump are playing a game which requires them to score a goal while avoiding daxes. Alice is learning from Donald Trump in this game.,Alice is showing Donald Trump how to play this game.,Alice,Donald Trump,daxes
173,learning from_teaching,direct,incongruent,Alice and Donald Trump are playing a game which requires them to score a goal while avoiding daxes. Alice is teaching Donald Trump in this game.,Donald Trump is showing Alice how to play this game.,Alice,Donald Trump,daxes
174,learning from_teaching,direct,congruent,Alice and Donald Trump are playing a game which requires them to score a goal while avoiding blickets. Alice is learning from Donald Trump in this game.,Donald Trump is showing Alice how to play this game.,Alice,Donald Trump,blickets
174,learning from_teaching,direct,congruent,Alice and Donald Trump are playing a game which requires them to score a goal while avoiding blickets. Alice is teaching Donald Trump in this game.,Alice is showing Donald Trump how to play this game.,Alice,Donald Trump,blickets
174,learning from_teaching,direct,incongruent,Alice and Donald Trump are playing a game which requires them to score a goal while avoiding blickets. Alice is learning from Donald Trump in this game.,Alice is showing Donald Trump how to play this game.,Alice,Donald Trump,blickets
174,learning from_teaching,direct,incongruent,Alice and Donald Trump are playing a game which requires them to score a goal while avoiding blickets. Alice is teaching Donald Trump in this game.,Donald Trump is showing Alice how to play this game.,Alice,Donald Trump,blickets
175,learning from_teaching,direct,congruent,Alice and Mom are playing a game which requires them to score a goal while avoiding obstacles. Alice is learning from Mom in this game.,Mom is showing Alice how to play this game.,Alice,Mom,obstacles
175,learning from_teaching,direct,congruent,Alice and Mom are playing a game which requires them to score a goal while avoiding obstacles. Alice is teaching Mom in this game.,Alice is showing Mom how to play this game.,Alice,Mom,obstacles
175,learning from_teaching,direct,incongruent,Alice and Mom are playing a game which requires them to score a goal while avoiding obstacles. Alice is learning from Mom in this game.,Alice is showing Mom how to play this game.,Alice,Mom,obstacles
175,learning from_teaching,direct,incongruent,Alice and Mom are playing a game which requires them to score a goal while avoiding obstacles. Alice is teaching Mom in this game.,Mom is showing Alice how to play this game.,Alice,Mom,obstacles
176,learning from_teaching,direct,congruent,Alice and Mom are playing a game which requires them to score a goal while avoiding objects. Alice is learning from Mom in this game.,Mom is showing Alice how to play this game.,Alice,Mom,objects
176,learning from_teaching,direct,congruent,Alice and Mom are playing a game which requires them to score a goal while avoiding objects. Alice is teaching Mom in this game.,Alice is showing Mom how to play this game.,Alice,Mom,objects
176,learning from_teaching,direct,incongruent,Alice and Mom are playing a game which requires them to score a goal while avoiding objects. Alice is learning from Mom in this game.,Alice is showing Mom how to play this game.,Alice,Mom,objects
176,learning from_teaching,direct,incongruent,Alice and Mom are playing a game which requires them to score a goal while avoiding objects. Alice is teaching Mom in this game.,Mom is showing Alice how to play this game.,Alice,Mom,objects
177,learning from_teaching,direct,congruent,Alice and Mom are playing a game which requires them to score a goal while avoiding blocks. Alice is learning from Mom in this game.,Mom is showing Alice how to play this game.,Alice,Mom,blocks
177,learning from_teaching,direct,congruent,Alice and Mom are playing a game which requires them to score a goal while avoiding blocks. Alice is teaching Mom in this game.,Alice is showing Mom how to play this game.,Alice,Mom,blocks
177,learning from_teaching,direct,incongruent,Alice and Mom are playing a game which requires them to score a goal while avoiding blocks. Alice is learning from Mom in this game.,Alice is showing Mom how to play this game.,Alice,Mom,blocks
