item,stim_classname,directness,condition,context,target,subject1,subject2
37,flirting with_envying,direct,congruent,Barack Obama and Mom are sitting at a table having a conversation. Barack Obama is flirting with Mom.,Barack Obama is playfully signaling romantic interest towards Mom.,Barack Obama,Mom
37,flirting with_envying,direct,congruent,Barack Obama and Mom are sitting at a table having a conversation. Barack Obama is envying Mom.,Barack Obama wishes they were in Mom's place.,Barack Obama,Mom
37,flirting with_envying,direct,incongruent,Barack Obama and Mom are sitting at a table having a conversation. Barack Obama is flirting with Mom.,Barack Obama wishes they were in Mom's place.,Barack Obama,Mom
37,flirting with_envying,direct,incongruent,Barack Obama and Mom are sitting at a table having a conversation. Barack Obama is envying Mom.,Barack Obama is playfully signaling romantic interest towards Mom.,Barack Obama,Mom
38,flirting with_envying,direct,congruent,Barack Obama and Dad are sitting at a table having a conversation. Barack Obama is flirting with Dad.,Barack Obama is playfully signaling romantic interest towards Dad.,Barack Obama,Dad
38,flirting with_envying,direct,congruent,Barack Obama and Dad are sitting at a table having a conversation. Barack Obama is envying Dad.,Barack Obama wishes they were in Dad's place.,Barack Obama,Dad
38,flirting with_envying,direct,incongruent,Barack Obama and Dad are sitting at a table having a conversation. Barack Obama is flirting with Dad.,Barack Obama wishes they were in Dad's place.,Barack Obama,Dad
38,flirting with_envying,direct,incongruent,Barack Obama and Dad are sitting at a table having a conversation. Barack Obama is envying Dad.,Barack Obama is playfully signaling romantic interest towards Dad.,Barack Obama,Dad
39,flirting with_envying,direct,congruent,Donald Trump and Mom are sitting at a table having a conversation. Donald Trump is flirting with Mom.,Donald Trump is playfully signaling romantic interest towards Mom.,Donald Trump,Mom
39,flirting with_envying,direct,congruent,Donald Trump and Mom are sitting at a table having a conversation. Donald Trump is envying Mom.,Donald Trump wishes they were in Mom's place.,Donald Trump,Mom
39,flirting with_envying,direct,incongruent,Donald Trump and Mom are sitting at a table having a conversation. Donald Trump is flirting with Mom.,Donald Trump wishes they were in Mom's place.,Donald Trump,Mom
39,flirting with_envying,direct,incongruent,Donald Trump and Mom are sitting at a table having a conversation. Donald Trump is envying Mom.,Donald Trump is playfully signaling romantic interest towards Mom.,Donald Trump,Mom
40,flirting with_envying,direct,congruent,Donald Trump and Dad are sitting at a table having a conversation. Donald Trump is flirting with Dad.,Donald Trump is playfully signaling romantic interest towards Dad.,Donald Trump,Dad
40,flirting with_envying,direct,congruent,Donald Trump and Dad are sitting at a table having a conversation. Donald Trump is envying Dad.,Donald Trump wishes they were in Dad's place.,Donald Trump,Dad
40,flirting with_envying,direct,incongruent,Donald Trump and Dad are sitting at a table having a conversation. Donald Trump is flirting with Dad.,Donald Trump wishes they were in Dad's place.,Donald Trump,Dad
40,flirting with_envying,direct,incongruent,Donald Trump and Dad are sitting at a table having a conversation. Donald Trump is envying Dad.,Donald Trump is playfully signaling romantic interest towards Dad.,Donald Trump,Dad
41,flirting with_envying,direct,congruent,Mom and Dad are sitting at a table having a conversation. Mom is flirting with Dad.,Mom is playfully signaling romantic interest towards Dad.,Mom,Dad
41,flirting with_envying,direct,congruent,Mom and Dad are sitting at a table having a conversation. Mom is envying Dad.,Mom wishes they were in Dad's place.,Mom,Dad
41,flirting with_envying,direct,incongruent,Mom and Dad are sitting at a table having a conversation. Mom is flirting with Dad.,Mom wishes they were in Dad's place.,Mom,Dad
41,flirting with_envying,direct,incongruent,Mom and Dad are sitting at a table having a conversation. Mom is envying Dad.,Mom is playfully signaling romantic interest towards Dad.,Mom,Dad
